# Program:featureCounts v1.6.4; Command:"featureCounts" "-M" "--fraction" "-t" "gene" "-g" "ID" "-s" "0" "-a" "/pub37/alexp/data/TRADIS/v2_WY_macro/P125109_v3_2018.tradis.gff" "-o" "P125109_input_LB_1.deseq.fc.tsv" "P125109_input_LB_1.deseq.bam" 
Geneid	Chr	Start	End	Strand	Length	P125109_input_LB_1.deseq.bam
P125109_02264	P125109_v1_chr	2082605	2083009	+	405	1505
P125109_02265	P125109_v1_chr	2083425	2083973	-	549	38
P125109_02266	P125109_v1_chr	2084038	2085309	-	1272	225
P125109_02267	P125109_v1_chr	2085555	2085851	-	297	8
P125109_02268	P125109_v1_chr	2085896	2086186	-	291	0
P125109_02269	P125109_v1_chr	2086268	2086486	-	219	6
P125109_02270	P125109_v1_chr	2086637	2087512	-	876	625
P125109_02271	P125109_v1_chr	2087946	2087987	+	42	0
P125109_02272	P125109_v1_chr	2088055	2088579	+	525	148
P125109_02273	P125109_v1_chr	2088670	2088885	+	216	38
P125109_02274	P125109_v1_chr	2089054	2089752	+	699	723
P125109_02275	P125109_v1_chr	2090095	2092263	+	2169	2803
P125109_02276	P125109_v1_chr	2092320	2094050	+	1731	1059
P125109_02277	P125109_v1_chr	2093981	2094100	+	120	0
P125109_02278	P125109_v1_chr	2094111	2094212	-	102	1
P125109_02279	P125109_v1_chr	2094260	2094433	+	174	107
P125109_02280	P125109_v1_chr	2094614	2094841	+	228	11
P125109_02281	P125109_v1_chr	2094955	2096409	-	1455	891
P125109_02282	P125109_v1_chr	2096455	2096616	+	162	66
P125109_02283	P125109_v1_chr	2096605	2096931	-	327	295
P125109_02284	P125109_v1_chr	2096925	2097311	-	387	585
P125109_02285	P125109_v1_chr	2097637	2097803	+	167	30
P125109_02286	P125109_v1_chr	2097808	2097883	-	76	4
P125109_02287	P125109_v1_chr	2098024	2099448	-	1425	997
P125109_02288	P125109_v1_chr	2099641	2099716	+	76	16
P125109_02289	P125109_v1_chr	2099881	2099967	+	87	54
P125109_02290	P125109_v1_chr	2099942	2100871	-	930	636
P125109_02291	P125109_v1_chr	2099967	2100188	+	222	0
P125109_02292	P125109_v1_chr	2100949	2102019	-	1071	534
P125109_02293	P125109_v1_chr	2102046	2102789	-	744	160
P125109_02294	P125109_v1_chr	2102786	2103331	-	546	433
P125109_02295	P125109_v1_chr	2103328	2104848	-	1521	967
P125109_02296	P125109_v1_chr	2104845	2105660	-	816	315
P125109_02297	P125109_v1_chr	2105669	2106346	-	678	364
P125109_02298	P125109_v1_chr	2106333	2106614	-	282	99
P125109_02299	P125109_v1_chr	2106616	2107353	-	738	137
P125109_02300	P125109_v1_chr	2107350	2108063	-	714	361
P125109_02301	P125109_v1_chr	2107571	2107659	+	89	0
P125109_02302	P125109_v1_chr	2108060	2108854	-	795	546
P125109_02303	P125109_v1_chr	2108857	2109648	-	792	436
P125109_02304	P125109_v1_chr	2109645	2110370	-	726	260
P125109_02305	P125109_v1_chr	2110370	2111425	-	1056	542
P125109_02306	P125109_v1_chr	2111406	2112179	-	774	538
P125109_02307	P125109_v1_chr	2112163	2112741	-	579	117
P125109_02308	P125109_v1_chr	2112731	2113336	-	606	51
P125109_02309	P125109_v1_chr	2113330	2114469	-	1140	765
P125109_02310	P125109_v1_chr	2114469	2115101	-	633	132
P125109_02311	P125109_v1_chr	2115112	2116071	-	960	1195
P125109_02312	P125109_v1_chr	2116068	2117447	-	1380	674
P125109_02313	P125109_v1_chr	2118045	2118956	-	912	2591
P125109_02314	P125109_v1_chr	2119172	2119966	-	795	1183
P125109_02315	P125109_v1_chr	2120491	2120775	+	285	1054
P125109_02316	P125109_v1_chr	2120772	2121584	+	813	717
P125109_02317	P125109_v1_chr	2121603	2123267	+	1665	671
P125109_02318	P125109_v1_chr	2123278	2123952	+	675	399
P125109_02319	P125109_v1_chr	2123967	2124488	+	522	473
P125109_02320	P125109_v1_chr	2124498	2126330	+	1833	1008
P125109_02321	P125109_v1_chr	2126320	2126670	+	351	256
P125109_02322	P125109_v1_chr	2126689	2126964	+	276	69
P125109_02323	P125109_v1_chr	2126989	2127450	+	462	1
P125109_02324	P125109_v1_chr	2127450	2128082	+	633	26
P125109_02325	P125109_v1_chr	2128079	2128570	+	492	327
P125109_02326	P125109_v1_chr	2128574	2128849	+	276	108
P125109_02327	P125109_v1_chr	2128859	2129869	+	1011	329
P125109_02328	P125109_v1_chr	2129866	2131260	+	1395	877
P125109_02329	P125109_v1_chr	2131272	2132384	+	1113	691
P125109_02330	P125109_v1_chr	2132381	2133736	+	1356	1064
P125109_02331	P125109_v1_chr	2133739	2134293	+	555	116
P125109_02332	P125109_v1_chr	2134293	2134643	+	351	102
P125109_02333	P125109_v1_chr	2134648	2135100	+	453	117
P125109_02334	P125109_v1_chr	2135085	2136299	+	1215	741
P125109_02335	P125109_v1_chr	2136357	2137259	+	903	683
P125109_02336	P125109_v1_chr	2137293	2137628	-	336	266
P125109_02337	P125109_v1_chr	2137815	2137925	+	111	14
P125109_02338	P125109_v1_chr	2137873	2138931	-	1059	368
P125109_02339	P125109_v1_chr	2138889	2139032	+	144	1
P125109_02340	P125109_v1_chr	2139050	2139517	-	468	476
P125109_02341	P125109_v1_chr	2139668	2140834	-	1167	1066
P125109_02342	P125109_v1_chr	2140964	2141728	-	765	509
P125109_02343	P125109_v1_chr	2141725	2142303	-	579	605
P125109_02344	P125109_v1_chr	2142318	2144594	-	2277	1080
P125109_02345	P125109_v1_chr	2145042	2145338	-	297	291
P125109_02346	P125109_v1_chr	2145214	2147562	+	2349	2694
P125109_02347	P125109_v1_chr	2147929	2149359	+	1431	1412
P125109_02348	P125109_v1_chr	2149495	2150853	-	1359	400
P125109_02349	P125109_v1_chr	2150843	2150905	-	63	25
P125109_02350	P125109_v1_chr	2151139	2152053	-	915	610
P125109_02351	P125109_v1_chr	2152099	2152923	-	825	578
P125109_02352	P125109_v1_chr	2153055	2153233	+	179	5
P125109_02353	P125109_v1_chr	2153282	2154181	+	900	410
P125109_02354	P125109_v1_chr	2154284	2155588	+	1305	1276
P125109_02355	P125109_v1_chr	2155585	2156664	+	1080	452
P125109_02356	P125109_v1_chr	2156661	2157728	+	1068	389
P125109_02357	P125109_v1_chr	2157728	2158318	+	591	143
P125109_02358	P125109_v1_chr	2158318	2159055	+	738	769
P125109_02359	P125109_v1_chr	2159037	2159813	+	777	174
P125109_02360	P125109_v1_chr	2159807	2160418	+	612	390
P125109_02361	P125109_v1_chr	2160497	2161480	-	984	273
P125109_02362	P125109_v1_chr	2161623	2162789	-	1167	1851
P125109_02363	P125109_v1_chr	2163026	2164432	-	1407	1160
P125109_02364	P125109_v1_chr	2164596	2166026	-	1431	2304
P125109_02365	P125109_v1_chr	2166097	2167530	-	1434	2985
P125109_02366	P125109_v1_chr	2167517	2168956	-	1440	1126
P125109_02367	P125109_v1_chr	2168957	2169901	-	945	804
P125109_02368	P125109_v1_chr	2169902	2170963	-	1062	221
P125109_02369	P125109_v1_chr	2171538	2172539	-	1002	9
P125109_02370	P125109_v1_chr	2172541	2173824	-	1284	48
P125109_02371	P125109_v1_chr	2173910	2174926	-	1017	289
P125109_02372	P125109_v1_chr	2174923	2175747	-	825	33
P125109_02373	P125109_v1_chr	2175797	2177110	-	1314	211
P125109_02374	P125109_v1_chr	2177137	2178216	-	1080	120
P125109_02375	P125109_v1_chr	2178221	2178994	-	774	39
P125109_02376	P125109_v1_chr	2179010	2179984	-	975	581
P125109_02377	P125109_v1_chr	2179990	2180538	-	549	1019
P125109_02378	P125109_v1_chr	2180542	2181420	-	879	84
P125109_02379	P125109_v1_chr	2181468	2182367	-	900	1458
P125109_02380	P125109_v1_chr	2181543	2181627	+	85	0
P125109_02381	P125109_v1_chr	2182367	2183452	-	1086	4104
P125109_02382	P125109_v1_chr	2183829	2184722	-	894	1889
P125109_02383	P125109_v1_chr	2184900	2186303	-	1404	1128
P125109_02384	P125109_v1_chr	2186314	2187534	-	1221	741
P125109_02385	P125109_v1_chr	2187531	2188811	-	1281	2843
P125109_02386	P125109_v1_chr	2188833	2190311	-	1479	1543
P125109_02387	P125109_v1_chr	2190413	2191807	-	1395	929
P125109_02388	P125109_v1_chr	2191861	2193231	-	1371	553
P125109_02389	P125109_v1_chr	2193342	2194778	-	1437	1030
P125109_02390	P125109_v1_chr	2194781	2196004	-	1224	769
P125109_02391	P125109_v1_chr	2196001	2196474	-	474	556
P125109_02392	P125109_v1_chr	2196477	2197442	-	966	645
P125109_02393	P125109_v1_chr	2197445	2198566	-	1122	1640
P125109_02394	P125109_v1_chr	2198590	2199144	-	555	999
P125109_02395	P125109_v1_chr	2199160	2199906	-	747	749
P125109_02396	P125109_v1_chr	2199919	2201133	-	1215	973
P125109_02397	P125109_v1_chr	2201108	2202325	-	1218	664
P125109_02398	P125109_v1_chr	2202322	2202810	-	489	315
P125109_02399	P125109_v1_chr	2202813	2203724	-	912	759
P125109_02400	P125109_v1_chr	2203742	2205901	-	2160	650
P125109_02401	P125109_v1_chr	2205898	2206347	-	450	28
P125109_02402	P125109_v1_chr	2206353	2207492	-	1140	1152
P125109_02403	P125109_v1_chr	2208167	2209747	+	1581	1047
P125109_02404	P125109_v1_chr	2209833	2211689	-	1857	902
P125109_02405	P125109_v1_chr	2211728	2212309	-	582	161
P125109_02406	P125109_v1_chr	2212400	2213041	-	642	527
P125109_02407	P125109_v1_chr	2213372	2216362	+	2991	2011
P125109_02408	P125109_v1_chr	2216330	2217199	-	870	607
P125109_02409	P125109_v1_chr	2217333	2218685	+	1353	1197
P125109_02410	P125109_v1_chr	2218749	2218886	+	138	16
P125109_02411	P125109_v1_chr	2218824	2219021	+	198	0
P125109_02412	P125109_v1_chr	2219126	2220367	+	1242	655
P125109_02413	P125109_v1_chr	2220367	2223489	+	3123	2565
P125109_02414	P125109_v1_chr	2223490	2226570	+	3081	1585
P125109_02415	P125109_v1_chr	2226567	2227979	+	1413	1027
P125109_02416	P125109_v1_chr	2227979	2229382	+	1404	805
P125109_02417	P125109_v1_chr	2229379	2230101	+	723	922
P125109_02418	P125109_v1_chr	2230105	2230259	+	155	116
P125109_02419	P125109_v1_chr	2230370	2231572	+	1203	1903
P125109_02420	P125109_v1_chr	2231572	2232288	+	717	355
P125109_02421	P125109_v1_chr	2232299	2234410	+	2112	1459
P125109_02422	P125109_v1_chr	2234526	2235887	+	1362	942
P125109_02423	P125109_v1_chr	2235973	2236058	+	86	0
P125109_02424	P125109_v1_chr	2236526	2236942	-	417	192
P125109_02425	P125109_v1_chr	2237064	2237399	-	336	1293
P125109_02426	P125109_v1_chr	2237761	2237877	-	117	166
P125109_02427	P125109_v1_chr	2237961	2238611	+	651	831
P125109_02428	P125109_v1_chr	2238914	2239966	-	1053	260
P125109_02429	P125109_v1_chr	2240220	2241491	+	1272	375
P125109_02430	P125109_v1_chr	2241488	2242492	+	1005	428
P125109_02431	P125109_v1_chr	2242489	2243454	+	966	744
P125109_02432	P125109_v1_chr	2243428	2244174	-	747	316
P125109_02433	P125109_v1_chr	2244210	2245010	-	801	337
P125109_02434	P125109_v1_chr	2244997	2245794	-	798	473
P125109_02435	P125109_v1_chr	2246204	2246518	+	315	1348
P125109_02436	P125109_v1_chr	2246562	2247584	-	1023	78
P125109_02437	P125109_v1_chr	2247600	2250086	-	2487	3822
P125109_02438	P125109_v1_chr	2250115	2250795	-	681	16
P125109_02439	P125109_v1_chr	2250857	2251390	-	534	52
P125109_02440	P125109_v1_chr	2251669	2251950	-	282	1948
P125109_02441	P125109_v1_chr	2252228	2253337	-	1110	504
P125109_02442	P125109_v1_chr	2253502	2255535	+	2034	7
P125109_02443	P125109_v1_chr	2255776	2256234	+	459	326
P125109_02444	P125109_v1_chr	2256406	2256936	+	531	922
P125109_02445	P125109_v1_chr	2256938	2256985	+	48	221
P125109_02446	P125109_v1_chr	2256993	2257460	-	468	779
P125109_02447	P125109_v1_chr	2257507	2258226	-	720	589
P125109_02448	P125109_v1_chr	2258223	2259908	-	1686	722
P125109_02449	P125109_v1_chr	2260131	2260862	+	732	169
P125109_02450	P125109_v1_chr	2260922	2261029	+	108	37
P125109_02451	P125109_v1_chr	2261010	2261741	-	732	1144
P125109_02452	P125109_v1_chr	2261725	2262672	-	948	569
P125109_02453	P125109_v1_chr	2262665	2263834	-	1170	752
P125109_02454	P125109_v1_chr	2263838	2264755	-	918	414
P125109_02455	P125109_v1_chr	2264936	2267233	-	2298	1345
P125109_02456	P125109_v1_chr	2267500	2269230	+	1731	1103
P125109_02457	P125109_v1_chr	2269289	2270197	-	909	917
P125109_02458	P125109_v1_chr	2270307	2270376	+	70	1
P125109_02459	P125109_v1_chr	2270402	2270989	-	588	438
P125109_02460	P125109_v1_chr	2271148	2271717	+	570	405
P125109_02461	P125109_v1_chr	2271766	2272527	-	762	344
P125109_02462	P125109_v1_chr	2272593	2274029	-	1437	928
P125109_02463	P125109_v1_chr	2274220	2274417	+	198	13
P125109_02464	P125109_v1_chr	2274322	2274462	+	141	119
P125109_02465	P125109_v1_chr	2274488	2275426	-	939	854
P125109_02466	P125109_v1_chr	2275535	2276728	-	1194	701
P125109_02467	P125109_v1_chr	2276743	2277387	-	645	283
P125109_02468	P125109_v1_chr	2277396	2278097	-	702	306
P125109_02469	P125109_v1_chr	2278113	2279150	-	1038	646
P125109_02470	P125109_v1_chr	2279162	2280520	-	1359	426
P125109_02471	P125109_v1_chr	2280646	2281554	+	909	726
P125109_02472	P125109_v1_chr	2281686	2282084	+	399	567
P125109_02473	P125109_v1_chr	2282081	2282776	+	696	891
P125109_02474	P125109_v1_chr	2282930	2283814	+	885	718
P125109_02475	P125109_v1_chr	2283991	2284710	+	720	881
P125109_02476	P125109_v1_chr	2284713	2284952	+	240	307
P125109_02477	P125109_v1_chr	2285157	2286398	+	1242	2007
P125109_02478	P125109_v1_chr	2286392	2287627	+	1236	661
P125109_02479	P125109_v1_chr	2287702	2288712	-	1011	694
P125109_02480	P125109_v1_chr	2288728	2290248	-	1521	1715
P125109_02481	P125109_v1_chr	2290382	2291380	-	999	698
P125109_02482	P125109_v1_chr	2291879	2292901	-	1023	518
P125109_02483	P125109_v1_chr	2293051	2294211	-	1161	953
P125109_02484	P125109_v1_chr	2294208	2294876	-	669	20
P125109_02485	P125109_v1_chr	2295206	2296063	+	858	378
P125109_02486	P125109_v1_chr	2296052	2296441	-	390	69
P125109_02487	P125109_v1_chr	2296446	2297813	-	1368	2060
P125109_02488	P125109_v1_chr	2298030	2298917	+	888	233
P125109_02489	P125109_v1_chr	2298950	2300272	+	1323	1815
P125109_02490	P125109_v1_chr	2300316	2302307	-	1992	716
P125109_02491	P125109_v1_chr	2302653	2304122	-	1470	899
P125109_02492	P125109_v1_chr	2304312	2305175	-	864	468
P125109_02493	P125109_v1_chr	2305296	2306345	+	1050	540
P125109_02494	P125109_v1_chr	2306424	2307281	+	858	285
P125109_02495	P125109_v1_chr	2307346	2309034	-	1689	1058
P125109_02496	P125109_v1_chr	2309051	2309989	-	939	190
P125109_02497	P125109_v1_chr	2309989	2311119	-	1131	40
P125109_02498	P125109_v1_chr	2311187	2311294	-	108	0
P125109_02499	P125109_v1_chr	2311488	2312669	+	1182	760
P125109_02500	P125109_v1_chr	2312733	2313398	-	666	139
P125109_02501	P125109_v1_chr	2313400	2313522	-	123	11
P125109_02502	P125109_v1_chr	2313910	2314164	-	255	30
P125109_02503	P125109_v1_chr	2313950	2314354	+	405	279
P125109_02504	P125109_v1_chr	2314489	2315061	+	573	378
P125109_02505	P125109_v1_chr	2315274	2316260	+	987	392
P125109_02506	P125109_v1_chr	2316290	2317009	+	720	459
P125109_02507	P125109_v1_chr	2317008	2317173	-	166	0
P125109_02508	P125109_v1_chr	2317423	2317995	+	573	542
P125109_02509	P125109_v1_chr	2318321	2319877	+	1557	870
P125109_02510	P125109_v1_chr	2319984	2321789	+	1806	788
P125109_02511	P125109_v1_chr	2321799	2322893	+	1095	703
P125109_02512	P125109_v1_chr	2322893	2323918	+	1026	877
P125109_02513	P125109_v1_chr	2323920	2325509	+	1590	557
P125109_02514	P125109_v1_chr	2325513	2325857	-	345	244
P125109_02515	P125109_v1_chr	2326006	2326086	-	81	54
P125109_02516	P125109_v1_chr	2326248	2327438	-	1191	572
P125109_02517	P125109_v1_chr	2327091	2327186	-	96	0
P125109_02518	P125109_v1_chr	2327466	2328161	-	696	680
P125109_02519	P125109_v1_chr	2328313	2330073	+	1761	506
P125109_02520	P125109_v1_chr	2330198	2330482	+	285	0
P125109_02521	P125109_v1_chr	2330590	2331210	-	621	332
P125109_02522	P125109_v1_chr	2331238	2332245	-	1008	611
P125109_02523	P125109_v1_chr	2332425	2332652	+	228	0
P125109_02524	P125109_v1_chr	2332684	2334444	+	1761	623
P125109_02525	P125109_v1_chr	2334518	2334594	+	77	9
P125109_02526	P125109_v1_chr	2334905	2335054	-	150	38
P125109_02527	P125109_v1_chr	2335215	2337581	-	2367	1699
P125109_02528	P125109_v1_chr	2337918	2338196	-	279	343
P125109_02529	P125109_v1_chr	2338250	2338534	-	285	539
P125109_02530	P125109_v1_chr	2338577	2339041	-	465	24
P125109_02531	P125109_v1_chr	2339062	2339343	+	282	103
P125109_02532	P125109_v1_chr	2339170	2339358	+	189	0
P125109_02533	P125109_v1_chr	2339387	2339548	+	162	167
P125109_02534	P125109_v1_chr	2339740	2340297	-	558	103
P125109_02535	P125109_v1_chr	2341033	2341680	+	648	461
P125109_02536	P125109_v1_chr	2341724	2342767	-	1044	1247
P125109_02537	P125109_v1_chr	2342764	2343321	-	558	721
P125109_02538	P125109_v1_chr	2343318	2345249	-	1932	3115
P125109_02539	P125109_v1_chr	2345246	2345725	-	480	805
P125109_02540	P125109_v1_chr	2345722	2345895	-	174	173
P125109_02541	P125109_v1_chr	2345931	2346677	-	747	873
P125109_02542	P125109_v1_chr	2346720	2347376	-	657	1007
P125109_02543	P125109_v1_chr	2347376	2347993	-	618	748
P125109_02544	P125109_v1_chr	2348014	2348616	-	603	408
P125109_02545	P125109_v1_chr	2348626	2349075	-	450	298
P125109_02546	P125109_v1_chr	2349191	2350060	-	870	674
P125109_02547	P125109_v1_chr	2350047	2350742	-	696	185
P125109_02548	P125109_v1_chr	2350749	2353235	-	2487	1124
P125109_02549	P125109_v1_chr	2353232	2353495	-	264	245
P125109_02550	P125109_v1_chr	2353485	2353976	-	492	1121
P125109_02551	P125109_v1_chr	2354088	2354219	+	132	127
P125109_02552	P125109_v1_chr	2354378	2354884	+	507	540
P125109_02553	P125109_v1_chr	2355067	2356710	-	1644	981
P125109_02554	P125109_v1_chr	2356784	2357434	-	651	1043
P125109_02555	P125109_v1_chr	2357437	2358495	-	1059	710
P125109_02556	P125109_v1_chr	2358579	2359631	-	1053	308
P125109_02557	P125109_v1_chr	2359746	2360882	-	1137	2659
P125109_02558	P125109_v1_chr	2361216	2361307	+	92	36
P125109_02559	P125109_v1_chr	2361609	2364278	+	2670	3902
P125109_02560	P125109_v1_chr	2364295	2364945	+	651	421
P125109_02561	P125109_v1_chr	2365048	2367894	-	2847	3329
P125109_02562	P125109_v1_chr	2368012	2370648	-	2637	75
P125109_02563	P125109_v1_chr	2371058	2372260	-	1203	2946
P125109_02564	P125109_v1_chr	2372275	2373600	-	1326	904
P125109_02565	P125109_v1_chr	2373650	2374534	+	885	922
P125109_02566	P125109_v1_chr	2374617	2375345	+	729	83
P125109_02567	P125109_v1_chr	2375701	2377986	+	2286	99
P125109_02568	P125109_v1_chr	2378099	2379229	+	1131	45
P125109_02569	P125109_v1_chr	2379229	2379483	+	255	243
P125109_02570	P125109_v1_chr	2379485	2380702	-	1218	1048
P125109_02571	P125109_v1_chr	2380837	2381715	+	879	112
P125109_02572	P125109_v1_chr	2381831	2382901	-	1071	1321
P125109_02573	P125109_v1_chr	2382906	2384264	-	1359	2356
P125109_02574	P125109_v1_chr	2384537	2386165	+	1629	1418
P125109_02575	P125109_v1_chr	2386155	2387414	+	1260	797
P125109_02576	P125109_v1_chr	2387411	2388601	+	1191	662
P125109_02577	P125109_v1_chr	2388604	2389054	-	451	190
P125109_02578	P125109_v1_chr	2389027	2390049	+	1023	120
P125109_02579	P125109_v1_chr	2390136	2390312	-	177	428
P125109_02580	P125109_v1_chr	2390318	2391121	-	804	426
P125109_02581	P125109_v1_chr	2391147	2391632	-	486	354
P125109_02582	P125109_v1_chr	2391645	2392436	-	792	561
P125109_02583	P125109_v1_chr	2392492	2393697	-	1206	1288
P125109_02584	P125109_v1_chr	2393711	2394493	-	783	860
P125109_02585	P125109_v1_chr	2394743	2395939	-	1197	1206
P125109_02586	P125109_v1_chr	2396054	2396620	-	567	91
P125109_02587	P125109_v1_chr	2396875	2397300	+	426	1018
P125109_02588	P125109_v1_chr	2397345	2397950	-	606	2007
P125109_02589	P125109_v1_chr	2398249	2399388	+	1140	1558
P125109_02590	P125109_v1_chr	2399391	2400374	+	984	515
P125109_02591	P125109_v1_chr	2400371	2402353	+	1983	1478
P125109_02592	P125109_v1_chr	2402350	2403249	+	900	530
P125109_02593	P125109_v1_chr	2403246	2404892	+	1647	1149
P125109_02594	P125109_v1_chr	2404889	2405224	+	336	195
P125109_02595	P125109_v1_chr	2405224	2405601	+	378	187
P125109_02596	P125109_v1_chr	2405596	2405853	-	258	108
P125109_02597	P125109_v1_chr	2405951	2407318	-	1368	1158
P125109_02598	P125109_v1_chr	2407315	2408277	-	963	411
P125109_02599	P125109_v1_chr	2408277	2409134	-	858	984
P125109_02600	P125109_v1_chr	2409149	2409907	-	759	632
P125109_02601	P125109_v1_chr	2409904	2411574	-	1671	673
P125109_02602	P125109_v1_chr	2411660	2412955	-	1296	1654
P125109_02603	P125109_v1_chr	2413056	2413361	-	306	0
P125109_02604	P125109_v1_chr	2413416	2413877	-	462	521
P125109_02605	P125109_v1_chr	2413938	2414855	+	918	657
P125109_02606	P125109_v1_chr	2414921	2415922	+	1002	639
P125109_02607	P125109_v1_chr	2415963	2417753	-	1791	2449
P125109_02608	P125109_v1_chr	2418642	2420099	-	1458	646
P125109_02609	P125109_v1_chr	2420106	2421635	-	1530	517
P125109_02610	P125109_v1_chr	2421949	2423790	-	1842	790
P125109_02611	P125109_v1_chr	2423787	2424089	-	303	41
P125109_02612	P125109_v1_chr	2424086	2424640	-	555	249
P125109_02613	P125109_v1_chr	2424651	2425193	-	543	205
P125109_02614	P125109_v1_chr	2425208	2426185	-	978	221
P125109_02615	P125109_v1_chr	2426182	2428908	-	2727	916
P125109_02616	P125109_v1_chr	2428939	2430276	-	1338	331
P125109_02617	P125109_v1_chr	2430273	2430773	-	501	109
P125109_02618	P125109_v1_chr	2430776	2432578	-	1803	621
P125109_02619	P125109_v1_chr	2432665	2433327	-	663	320
P125109_02620	P125109_v1_chr	2433343	2433786	-	444	143
P125109_02621	P125109_v1_chr	2434181	2434333	-	153	55
P125109_02622	P125109_v1_chr	2434237	2434378	+	142	0
P125109_02623	P125109_v1_chr	2434413	2435351	-	939	1321
P125109_02624	P125109_v1_chr	2436283	2437497	+	1215	1957
P125109_02625	P125109_v1_chr	2437591	2438190	+	600	356
P125109_02626	P125109_v1_chr	2438296	2440122	-	1827	873
P125109_02627	P125109_v1_chr	2440199	2440858	-	660	760
P125109_02628	P125109_v1_chr	2440869	2441363	-	495	723
P125109_02629	P125109_v1_chr	2441446	2441901	-	456	478
P125109_02630	P125109_v1_chr	2442241	2443443	+	1203	526
P125109_02631	P125109_v1_chr	2443520	2445664	+	2145	513
P125109_02632	P125109_v1_chr	2445661	2445769	+	109	0
P125109_02633	P125109_v1_chr	2445673	2445867	-	195	1
P125109_02634	P125109_v1_chr	2445882	2447402	+	1521	812
P125109_02635	P125109_v1_chr	2447451	2448404	-	954	236
P125109_02636	P125109_v1_chr	2448397	2449227	-	831	328
P125109_02637	P125109_v1_chr	2449224	2450615	-	1392	842
P125109_02638	P125109_v1_chr	2450636	2450908	-	273	237
P125109_02639	P125109_v1_chr	2450989	2451432	-	444	1091
P125109_02640	P125109_v1_chr	2451685	2452704	+	1020	557
P125109_02641	P125109_v1_chr	2452710	2453264	-	555	636
P125109_02642	P125109_v1_chr	2453321	2453872	-	552	599
P125109_02643	P125109_v1_chr	2453928	2454572	-	645	377
P125109_02644	P125109_v1_chr	2454715	2455362	+	648	355
P125109_02645	P125109_v1_chr	2455488	2456381	+	894	424
P125109_02646	P125109_v1_chr	2456354	2456432	+	79	291
P125109_02647	P125109_v1_chr	2456433	2457206	-	774	406
P125109_02648	P125109_v1_chr	2457220	2457927	-	708	927
P125109_02649	P125109_v1_chr	2457924	2458610	-	687	318
P125109_02650	P125109_v1_chr	2458793	2459575	-	783	451
P125109_02651	P125109_v1_chr	2459813	2460595	-	783	565
P125109_02652	P125109_v1_chr	2460884	2461453	-	570	15
P125109_02653	P125109_v1_chr	2461480	2462886	-	1407	806
P125109_02654	P125109_v1_chr	2462950	2464053	-	1104	3059
P125109_02655	P125109_v1_chr	2464055	2465476	-	1422	4255
P125109_02656	P125109_v1_chr	2465567	2466964	-	1398	2324
P125109_02657	P125109_v1_chr	2467175	2468602	+	1428	915
P125109_02658	P125109_v1_chr	2468638	2470155	-	1518	1250
P125109_02659	P125109_v1_chr	2470193	2470681	-	489	199
P125109_02660	P125109_v1_chr	2470992	2471666	-	675	184
P125109_02661	P125109_v1_chr	2471656	2472924	-	1269	163
P125109_02662	P125109_v1_chr	2472992	2473906	-	915	94
P125109_02663	P125109_v1_chr	2474056	2474715	-	660	397
P125109_02664	P125109_v1_chr	2474764	2475576	-	813	406
P125109_02665	P125109_v1_chr	2475576	2476589	-	1014	564
P125109_02666	P125109_v1_chr	2476657	2477793	-	1137	646
P125109_02667	P125109_v1_chr	2477897	2478898	+	1002	1086
P125109_02668	P125109_v1_chr	2478895	2480070	-	1176	967
P125109_02669	P125109_v1_chr	2480250	2480624	-	375	890
P125109_02670	P125109_v1_chr	2480797	2481045	+	249	390
P125109_02671	P125109_v1_chr	2481214	2481582	+	369	1622
P125109_02672	P125109_v1_chr	2481582	2482100	+	519	2362
P125109_02673	P125109_v1_chr	2482167	2482823	-	657	227
P125109_02674	P125109_v1_chr	2482921	2484135	-	1215	25
P125109_02675	P125109_v1_chr	2484295	2486295	+	2001	643
P125109_02676	P125109_v1_chr	2486347	2486622	-	276	211
P125109_02677	P125109_v1_chr	2486655	2487203	-	549	554
P125109_02678	P125109_v1_chr	2487203	2488012	-	810	416
P125109_02679	P125109_v1_chr	2488012	2488836	-	825	720
P125109_02680	P125109_v1_chr	2488840	2489925	-	1086	398
P125109_02681	P125109_v1_chr	2489961	2490893	-	933	746
P125109_02682	P125109_v1_chr	2491059	2491610	+	552	306
P125109_02683	P125109_v1_chr	2491710	2492195	-	486	125
P125109_02684	P125109_v1_chr	2492404	2494551	-	2148	1475
P125109_02685	P125109_v1_chr	2494551	2495861	-	1311	757
P125109_02686	P125109_v1_chr	2496039	2496323	-	285	236
P125109_02687	P125109_v1_chr	2496694	2498001	+	1308	1275
P125109_02688	P125109_v1_chr	2498062	2498817	-	756	339
P125109_02689	P125109_v1_chr	2499106	2500047	+	942	1189
P125109_02690	P125109_v1_chr	2500123	2500197	+	75	0
P125109_02691	P125109_v1_chr	2500324	2500563	-	240	70
P125109_02692	P125109_v1_chr	2501368	2501679	+	312	827
P125109_02693	P125109_v1_chr	2501648	2501902	+	255	45
P125109_02694	P125109_v1_chr	2501920	2503842	+	1923	50
P125109_02695	P125109_v1_chr	2503959	2504459	-	501	1106
P125109_02696	P125109_v1_chr	2504994	2505209	-	216	413
P125109_02697	P125109_v1_chr	2505299	2505376	-	78	164
P125109_02698	P125109_v1_chr	2505344	2506282	-	939	1393
P125109_02699	P125109_v1_chr	2506322	2506417	+	96	3
P125109_02700	P125109_v1_chr	2506550	2507800	-	1251	647
