# Program:featureCounts v1.6.4; Command:"featureCounts" "-M" "--fraction" "-t" "gene" "-g" "ID" "-s" "0" "-a" "/pub37/alexp/data/TRADIS/v2_WY_macro/P125109_v3_2018.tradis.gff" "-o" "P125109_input_LB_2.deseq.fc.tsv" "P125109_input_LB_2.deseq.bam" 
Geneid	Chr	Start	End	Strand	Length	P125109_input_LB_2.deseq.bam
P125109_02310	P125109_v1_chr	2114469	2115101	-	633	60
P125109_02311	P125109_v1_chr	2115112	2116071	-	960	752
P125109_02312	P125109_v1_chr	2116068	2117447	-	1380	366
P125109_02313	P125109_v1_chr	2118045	2118956	-	912	1088
P125109_02314	P125109_v1_chr	2119172	2119966	-	795	603
P125109_02315	P125109_v1_chr	2120491	2120775	+	285	639
P125109_02316	P125109_v1_chr	2120772	2121584	+	813	362
P125109_02317	P125109_v1_chr	2121603	2123267	+	1665	353
P125109_02318	P125109_v1_chr	2123278	2123952	+	675	226
P125109_02319	P125109_v1_chr	2123967	2124488	+	522	284
P125109_02320	P125109_v1_chr	2124498	2126330	+	1833	637
P125109_02321	P125109_v1_chr	2126320	2126670	+	351	152
P125109_02322	P125109_v1_chr	2126689	2126964	+	276	41
P125109_02323	P125109_v1_chr	2126989	2127450	+	462	1
P125109_02324	P125109_v1_chr	2127450	2128082	+	633	22
P125109_02325	P125109_v1_chr	2128079	2128570	+	492	203
P125109_02326	P125109_v1_chr	2128574	2128849	+	276	80
P125109_02327	P125109_v1_chr	2128859	2129869	+	1011	185
P125109_02328	P125109_v1_chr	2129866	2131260	+	1395	509
P125109_02329	P125109_v1_chr	2131272	2132384	+	1113	401
P125109_02330	P125109_v1_chr	2132381	2133736	+	1356	587
P125109_02331	P125109_v1_chr	2133739	2134293	+	555	85
P125109_02332	P125109_v1_chr	2134293	2134643	+	351	69
P125109_02333	P125109_v1_chr	2134648	2135100	+	453	50
P125109_02334	P125109_v1_chr	2135085	2136299	+	1215	625
P125109_02335	P125109_v1_chr	2136357	2137259	+	903	331
P125109_02336	P125109_v1_chr	2137293	2137628	-	336	132
P125109_02337	P125109_v1_chr	2137815	2137925	+	111	1
P125109_02338	P125109_v1_chr	2137873	2138931	-	1059	238
P125109_02339	P125109_v1_chr	2138889	2139032	+	144	0
P125109_02340	P125109_v1_chr	2139050	2139517	-	468	248
P125109_02341	P125109_v1_chr	2139668	2140834	-	1167	628
P125109_02342	P125109_v1_chr	2140964	2141728	-	765	268
P125109_02343	P125109_v1_chr	2141725	2142303	-	579	332
P125109_02344	P125109_v1_chr	2142318	2144594	-	2277	583
P125109_02345	P125109_v1_chr	2145042	2145338	-	297	143
P125109_02346	P125109_v1_chr	2145214	2147562	+	2349	1395
P125109_02347	P125109_v1_chr	2147929	2149359	+	1431	809
P125109_02348	P125109_v1_chr	2149495	2150853	-	1359	225
P125109_02349	P125109_v1_chr	2150843	2150905	-	63	18
P125109_02350	P125109_v1_chr	2151139	2152053	-	915	353
P125109_02351	P125109_v1_chr	2152099	2152923	-	825	349
P125109_02352	P125109_v1_chr	2153055	2153233	+	179	4
P125109_02353	P125109_v1_chr	2153282	2154181	+	900	224
P125109_02354	P125109_v1_chr	2154284	2155588	+	1305	696
P125109_02355	P125109_v1_chr	2155585	2156664	+	1080	257
P125109_02356	P125109_v1_chr	2156661	2157728	+	1068	225
P125109_02357	P125109_v1_chr	2157728	2158318	+	591	72
P125109_02358	P125109_v1_chr	2158318	2159055	+	738	437
P125109_02359	P125109_v1_chr	2159037	2159813	+	777	94
P125109_02360	P125109_v1_chr	2159807	2160418	+	612	232
P125109_02361	P125109_v1_chr	2160497	2161480	-	984	120
P125109_02362	P125109_v1_chr	2161623	2162789	-	1167	838
P125109_02363	P125109_v1_chr	2163026	2164432	-	1407	741
P125109_02364	P125109_v1_chr	2164596	2166026	-	1431	981
P125109_02365	P125109_v1_chr	2166097	2167530	-	1434	1511
P125109_02366	P125109_v1_chr	2167517	2168956	-	1440	463
P125109_02367	P125109_v1_chr	2168957	2169901	-	945	362
P125109_02368	P125109_v1_chr	2169902	2170963	-	1062	87
P125109_02369	P125109_v1_chr	2171538	2172539	-	1002	4
P125109_02370	P125109_v1_chr	2172541	2173824	-	1284	13
P125109_02371	P125109_v1_chr	2173910	2174926	-	1017	88
P125109_02372	P125109_v1_chr	2174923	2175747	-	825	10
P125109_02373	P125109_v1_chr	2175797	2177110	-	1314	99
P125109_02374	P125109_v1_chr	2177137	2178216	-	1080	59
P125109_02375	P125109_v1_chr	2178221	2178994	-	774	17
P125109_02376	P125109_v1_chr	2179010	2179984	-	975	200
P125109_02377	P125109_v1_chr	2179990	2180538	-	549	432
P125109_02378	P125109_v1_chr	2180542	2181420	-	879	36
P125109_02379	P125109_v1_chr	2181468	2182367	-	900	832
P125109_02380	P125109_v1_chr	2181543	2181627	+	85	0
P125109_02381	P125109_v1_chr	2182367	2183452	-	1086	1900
P125109_02382	P125109_v1_chr	2183829	2184722	-	894	999
P125109_02383	P125109_v1_chr	2184900	2186303	-	1404	610
P125109_02384	P125109_v1_chr	2186314	2187534	-	1221	393
P125109_02385	P125109_v1_chr	2187531	2188811	-	1281	1511
P125109_02386	P125109_v1_chr	2188833	2190311	-	1479	828
P125109_02387	P125109_v1_chr	2190413	2191807	-	1395	502
P125109_02388	P125109_v1_chr	2191861	2193231	-	1371	300
P125109_02389	P125109_v1_chr	2193342	2194778	-	1437	581
P125109_02390	P125109_v1_chr	2194781	2196004	-	1224	430
P125109_02391	P125109_v1_chr	2196001	2196474	-	474	355
P125109_02392	P125109_v1_chr	2196477	2197442	-	966	383
P125109_02393	P125109_v1_chr	2197445	2198566	-	1122	864
P125109_02394	P125109_v1_chr	2198590	2199144	-	555	415
P125109_02395	P125109_v1_chr	2199160	2199906	-	747	312
P125109_02396	P125109_v1_chr	2199919	2201133	-	1215	418
P125109_02397	P125109_v1_chr	2201108	2202325	-	1218	384
P125109_02398	P125109_v1_chr	2202322	2202810	-	489	204
P125109_02399	P125109_v1_chr	2202813	2203724	-	912	450
P125109_02400	P125109_v1_chr	2203742	2205901	-	2160	399
P125109_02401	P125109_v1_chr	2205898	2206347	-	450	12
P125109_02402	P125109_v1_chr	2206353	2207492	-	1140	643
P125109_02403	P125109_v1_chr	2208167	2209747	+	1581	552
P125109_02404	P125109_v1_chr	2209833	2211689	-	1857	490
P125109_02405	P125109_v1_chr	2211728	2212309	-	582	68
P125109_02406	P125109_v1_chr	2212400	2213041	-	642	284
P125109_02407	P125109_v1_chr	2213372	2216362	+	2991	1153
P125109_02408	P125109_v1_chr	2216330	2217199	-	870	380
P125109_02409	P125109_v1_chr	2217333	2218685	+	1353	660
P125109_02410	P125109_v1_chr	2218749	2218886	+	138	16
P125109_02411	P125109_v1_chr	2218824	2219021	+	198	0
P125109_02412	P125109_v1_chr	2219126	2220367	+	1242	395
P125109_02413	P125109_v1_chr	2220367	2223489	+	3123	1487
P125109_02414	P125109_v1_chr	2223490	2226570	+	3081	885
P125109_02415	P125109_v1_chr	2226567	2227979	+	1413	570
P125109_02416	P125109_v1_chr	2227979	2229382	+	1404	482
P125109_02417	P125109_v1_chr	2229379	2230101	+	723	450
P125109_02418	P125109_v1_chr	2230105	2230259	+	155	65
P125109_02419	P125109_v1_chr	2230370	2231572	+	1203	1018
P125109_02420	P125109_v1_chr	2231572	2232288	+	717	170
P125109_02421	P125109_v1_chr	2232299	2234410	+	2112	708
P125109_02422	P125109_v1_chr	2234526	2235887	+	1362	536
P125109_02423	P125109_v1_chr	2235973	2236058	+	86	1
P125109_02424	P125109_v1_chr	2236526	2236942	-	417	73
P125109_02425	P125109_v1_chr	2237064	2237399	-	336	570
P125109_02426	P125109_v1_chr	2237761	2237877	-	117	109
P125109_02427	P125109_v1_chr	2237961	2238611	+	651	467
P125109_02428	P125109_v1_chr	2238914	2239966	-	1053	137
P125109_02429	P125109_v1_chr	2240220	2241491	+	1272	179
P125109_02430	P125109_v1_chr	2241488	2242492	+	1005	268
P125109_02431	P125109_v1_chr	2242489	2243454	+	966	390
P125109_02432	P125109_v1_chr	2243428	2244174	-	747	168
P125109_02433	P125109_v1_chr	2244210	2245010	-	801	195
P125109_02434	P125109_v1_chr	2244997	2245794	-	798	281
P125109_02435	P125109_v1_chr	2246204	2246518	+	315	661
P125109_02436	P125109_v1_chr	2246562	2247584	-	1023	35
P125109_02437	P125109_v1_chr	2247600	2250086	-	2487	1764
P125109_02438	P125109_v1_chr	2250115	2250795	-	681	4
P125109_02439	P125109_v1_chr	2250857	2251390	-	534	12
P125109_02440	P125109_v1_chr	2251669	2251950	-	282	1112
P125109_02441	P125109_v1_chr	2252228	2253337	-	1110	340
P125109_02442	P125109_v1_chr	2253502	2255535	+	2034	4
P125109_02443	P125109_v1_chr	2255776	2256234	+	459	129
P125109_02444	P125109_v1_chr	2256406	2256936	+	531	379
P125109_02445	P125109_v1_chr	2256938	2256985	+	48	118
P125109_02446	P125109_v1_chr	2256993	2257460	-	468	472
P125109_02447	P125109_v1_chr	2257507	2258226	-	720	301
P125109_02448	P125109_v1_chr	2258223	2259908	-	1686	440
P125109_02449	P125109_v1_chr	2260131	2260862	+	732	99
P125109_02450	P125109_v1_chr	2260922	2261029	+	108	19
P125109_02451	P125109_v1_chr	2261010	2261741	-	732	610
P125109_02452	P125109_v1_chr	2261725	2262672	-	948	321
P125109_02453	P125109_v1_chr	2262665	2263834	-	1170	464
P125109_02454	P125109_v1_chr	2263838	2264755	-	918	205
P125109_02455	P125109_v1_chr	2264936	2267233	-	2298	720
P125109_02456	P125109_v1_chr	2267500	2269230	+	1731	620
P125109_02457	P125109_v1_chr	2269289	2270197	-	909	473
P125109_02458	P125109_v1_chr	2270307	2270376	+	70	0
P125109_02459	P125109_v1_chr	2270402	2270989	-	588	203
P125109_02460	P125109_v1_chr	2271148	2271717	+	570	214
P125109_02461	P125109_v1_chr	2271766	2272527	-	762	202
P125109_02462	P125109_v1_chr	2272593	2274029	-	1437	521
P125109_02463	P125109_v1_chr	2274220	2274417	+	198	6
P125109_02464	P125109_v1_chr	2274322	2274462	+	141	73
P125109_02465	P125109_v1_chr	2274488	2275426	-	939	458
P125109_02466	P125109_v1_chr	2275535	2276728	-	1194	380
P125109_02467	P125109_v1_chr	2276743	2277387	-	645	147
P125109_02468	P125109_v1_chr	2277396	2278097	-	702	148
P125109_02469	P125109_v1_chr	2278113	2279150	-	1038	371
P125109_02470	P125109_v1_chr	2279162	2280520	-	1359	274
P125109_02471	P125109_v1_chr	2280646	2281554	+	909	400
P125109_02472	P125109_v1_chr	2281686	2282084	+	399	319
P125109_02473	P125109_v1_chr	2282081	2282776	+	696	460
P125109_02474	P125109_v1_chr	2282930	2283814	+	885	418
P125109_02475	P125109_v1_chr	2283991	2284710	+	720	474
P125109_02476	P125109_v1_chr	2284713	2284952	+	240	163
P125109_02477	P125109_v1_chr	2285157	2286398	+	1242	906
P125109_02478	P125109_v1_chr	2286392	2287627	+	1236	342
P125109_02479	P125109_v1_chr	2287702	2288712	-	1011	393
P125109_02480	P125109_v1_chr	2288728	2290248	-	1521	788
P125109_02481	P125109_v1_chr	2290382	2291380	-	999	337
P125109_02482	P125109_v1_chr	2291879	2292901	-	1023	298
P125109_02483	P125109_v1_chr	2293051	2294211	-	1161	482
P125109_02484	P125109_v1_chr	2294208	2294876	-	669	14
P125109_02485	P125109_v1_chr	2295206	2296063	+	858	205
P125109_02486	P125109_v1_chr	2296052	2296441	-	390	32
P125109_02487	P125109_v1_chr	2296446	2297813	-	1368	1178
P125109_02488	P125109_v1_chr	2298030	2298917	+	888	93
P125109_02489	P125109_v1_chr	2298950	2300272	+	1323	1000
P125109_02490	P125109_v1_chr	2300316	2302307	-	1992	433
P125109_02491	P125109_v1_chr	2302653	2304122	-	1470	487
P125109_02492	P125109_v1_chr	2304312	2305175	-	864	252
P125109_02493	P125109_v1_chr	2305296	2306345	+	1050	283
P125109_02494	P125109_v1_chr	2306424	2307281	+	858	143
P125109_02495	P125109_v1_chr	2307346	2309034	-	1689	611
P125109_02496	P125109_v1_chr	2309051	2309989	-	939	111
P125109_02497	P125109_v1_chr	2309989	2311119	-	1131	31
P125109_02498	P125109_v1_chr	2311187	2311294	-	108	0
P125109_02499	P125109_v1_chr	2311488	2312669	+	1182	373
P125109_02500	P125109_v1_chr	2312733	2313398	-	666	51
P125109_02501	P125109_v1_chr	2313400	2313522	-	123	4
P125109_02502	P125109_v1_chr	2313910	2314164	-	255	23
P125109_02503	P125109_v1_chr	2313950	2314354	+	405	124
P125109_02504	P125109_v1_chr	2314489	2315061	+	573	221
P125109_02505	P125109_v1_chr	2315274	2316260	+	987	214
P125109_02506	P125109_v1_chr	2316290	2317009	+	720	214
P125109_02507	P125109_v1_chr	2317008	2317173	-	166	0
P125109_02508	P125109_v1_chr	2317423	2317995	+	573	275
P125109_02509	P125109_v1_chr	2318321	2319877	+	1557	441
P125109_02510	P125109_v1_chr	2319984	2321789	+	1806	453
P125109_02511	P125109_v1_chr	2321799	2322893	+	1095	408
P125109_02512	P125109_v1_chr	2322893	2323918	+	1026	471
P125109_02513	P125109_v1_chr	2323920	2325509	+	1590	290
P125109_02514	P125109_v1_chr	2325513	2325857	-	345	68
P125109_02515	P125109_v1_chr	2326006	2326086	-	81	30
P125109_02516	P125109_v1_chr	2326248	2327438	-	1191	304
P125109_02517	P125109_v1_chr	2327091	2327186	-	96	0
P125109_02518	P125109_v1_chr	2327466	2328161	-	696	383
P125109_02519	P125109_v1_chr	2328313	2330073	+	1761	280
P125109_02520	P125109_v1_chr	2330198	2330482	+	285	0
P125109_02521	P125109_v1_chr	2330590	2331210	-	621	175
P125109_02522	P125109_v1_chr	2331238	2332245	-	1008	382
P125109_02523	P125109_v1_chr	2332425	2332652	+	228	0
P125109_02524	P125109_v1_chr	2332684	2334444	+	1761	352
P125109_02525	P125109_v1_chr	2334518	2334594	+	77	1
P125109_02526	P125109_v1_chr	2334905	2335054	-	150	21
P125109_02527	P125109_v1_chr	2335215	2337581	-	2367	887
P125109_02528	P125109_v1_chr	2337918	2338196	-	279	193
P125109_02529	P125109_v1_chr	2338250	2338534	-	285	326
P125109_02530	P125109_v1_chr	2338577	2339041	-	465	12
P125109_02531	P125109_v1_chr	2339062	2339343	+	282	70
P125109_02532	P125109_v1_chr	2339170	2339358	+	189	0
P125109_02533	P125109_v1_chr	2339387	2339548	+	162	75
P125109_02534	P125109_v1_chr	2339740	2340297	-	558	23
P125109_02535	P125109_v1_chr	2341033	2341680	+	648	247
P125109_02536	P125109_v1_chr	2341724	2342767	-	1044	735
P125109_02537	P125109_v1_chr	2342764	2343321	-	558	445
P125109_02538	P125109_v1_chr	2343318	2345249	-	1932	2003
P125109_02539	P125109_v1_chr	2345246	2345725	-	480	527
P125109_02540	P125109_v1_chr	2345722	2345895	-	174	89
P125109_02541	P125109_v1_chr	2345931	2346677	-	747	510
P125109_02542	P125109_v1_chr	2346720	2347376	-	657	637
P125109_02543	P125109_v1_chr	2347376	2347993	-	618	349
P125109_02544	P125109_v1_chr	2348014	2348616	-	603	196
P125109_02545	P125109_v1_chr	2348626	2349075	-	450	202
P125109_02546	P125109_v1_chr	2349191	2350060	-	870	391
P125109_02547	P125109_v1_chr	2350047	2350742	-	696	102
P125109_02548	P125109_v1_chr	2350749	2353235	-	2487	626
P125109_02549	P125109_v1_chr	2353232	2353495	-	264	126
P125109_02550	P125109_v1_chr	2353485	2353976	-	492	681
P125109_02551	P125109_v1_chr	2354088	2354219	+	132	61
P125109_02552	P125109_v1_chr	2354378	2354884	+	507	301
P125109_02553	P125109_v1_chr	2355067	2356710	-	1644	678
P125109_02554	P125109_v1_chr	2356784	2357434	-	651	557
P125109_02555	P125109_v1_chr	2357437	2358495	-	1059	394
P125109_02556	P125109_v1_chr	2358579	2359631	-	1053	161
P125109_02557	P125109_v1_chr	2359746	2360882	-	1137	1505
P125109_02558	P125109_v1_chr	2361216	2361307	+	92	19
P125109_02559	P125109_v1_chr	2361609	2364278	+	2670	2182
P125109_02560	P125109_v1_chr	2364295	2364945	+	651	200
P125109_02561	P125109_v1_chr	2365048	2367894	-	2847	1864
P125109_02562	P125109_v1_chr	2368012	2370648	-	2637	41
P125109_02563	P125109_v1_chr	2371058	2372260	-	1203	1309
P125109_02564	P125109_v1_chr	2372275	2373600	-	1326	324
P125109_02565	P125109_v1_chr	2373650	2374534	+	885	385
P125109_02566	P125109_v1_chr	2374617	2375345	+	729	36
P125109_02567	P125109_v1_chr	2375701	2377986	+	2286	32
P125109_02568	P125109_v1_chr	2378099	2379229	+	1131	24
P125109_02569	P125109_v1_chr	2379229	2379483	+	255	106
P125109_02570	P125109_v1_chr	2379485	2380702	-	1218	551
P125109_02571	P125109_v1_chr	2380837	2381715	+	879	41
P125109_02572	P125109_v1_chr	2381831	2382901	-	1071	681
P125109_02573	P125109_v1_chr	2382906	2384264	-	1359	1247
P125109_02574	P125109_v1_chr	2384537	2386165	+	1629	912
P125109_02575	P125109_v1_chr	2386155	2387414	+	1260	478
P125109_02576	P125109_v1_chr	2387411	2388601	+	1191	375
P125109_02577	P125109_v1_chr	2388604	2389054	-	451	94
P125109_02578	P125109_v1_chr	2389027	2390049	+	1023	41
P125109_02579	P125109_v1_chr	2390136	2390312	-	177	222
P125109_02580	P125109_v1_chr	2390318	2391121	-	804	216
P125109_02581	P125109_v1_chr	2391147	2391632	-	486	231
P125109_02582	P125109_v1_chr	2391645	2392436	-	792	287
P125109_02583	P125109_v1_chr	2392492	2393697	-	1206	635
P125109_02584	P125109_v1_chr	2393711	2394493	-	783	494
P125109_02585	P125109_v1_chr	2394743	2395939	-	1197	707
P125109_02586	P125109_v1_chr	2396054	2396620	-	567	39
P125109_02587	P125109_v1_chr	2396875	2397300	+	426	486
P125109_02588	P125109_v1_chr	2397345	2397950	-	606	1111
P125109_02589	P125109_v1_chr	2398249	2399388	+	1140	932
P125109_02590	P125109_v1_chr	2399391	2400374	+	984	317
P125109_02591	P125109_v1_chr	2400371	2402353	+	1983	837
P125109_02592	P125109_v1_chr	2402350	2403249	+	900	329
P125109_02593	P125109_v1_chr	2403246	2404892	+	1647	634
P125109_02594	P125109_v1_chr	2404889	2405224	+	336	89
P125109_02595	P125109_v1_chr	2405224	2405601	+	378	87
P125109_02596	P125109_v1_chr	2405596	2405853	-	258	43
P125109_02597	P125109_v1_chr	2405951	2407318	-	1368	737
P125109_02598	P125109_v1_chr	2407315	2408277	-	963	246
P125109_02599	P125109_v1_chr	2408277	2409134	-	858	629
P125109_02600	P125109_v1_chr	2409149	2409907	-	759	346
P125109_02601	P125109_v1_chr	2409904	2411574	-	1671	418
P125109_02602	P125109_v1_chr	2411660	2412955	-	1296	960
P125109_02603	P125109_v1_chr	2413056	2413361	-	306	1
P125109_02604	P125109_v1_chr	2413416	2413877	-	462	257
P125109_02605	P125109_v1_chr	2413938	2414855	+	918	361
P125109_02606	P125109_v1_chr	2414921	2415922	+	1002	376
P125109_02607	P125109_v1_chr	2415963	2417753	-	1791	1182
P125109_02608	P125109_v1_chr	2418642	2420099	-	1458	406
P125109_02609	P125109_v1_chr	2420106	2421635	-	1530	298
P125109_02610	P125109_v1_chr	2421949	2423790	-	1842	475
P125109_02611	P125109_v1_chr	2423787	2424089	-	303	25
P125109_02612	P125109_v1_chr	2424086	2424640	-	555	167
P125109_02613	P125109_v1_chr	2424651	2425193	-	543	99
P125109_02614	P125109_v1_chr	2425208	2426185	-	978	144
P125109_02615	P125109_v1_chr	2426182	2428908	-	2727	567
P125109_02616	P125109_v1_chr	2428939	2430276	-	1338	209
P125109_02617	P125109_v1_chr	2430273	2430773	-	501	70
P125109_02618	P125109_v1_chr	2430776	2432578	-	1803	333
P125109_02619	P125109_v1_chr	2432665	2433327	-	663	172
P125109_02620	P125109_v1_chr	2433343	2433786	-	444	63
P125109_02621	P125109_v1_chr	2434181	2434333	-	153	16
P125109_02622	P125109_v1_chr	2434237	2434378	+	142	0
P125109_02623	P125109_v1_chr	2434413	2435351	-	939	757
P125109_02624	P125109_v1_chr	2436283	2437497	+	1215	1041
P125109_02625	P125109_v1_chr	2437591	2438190	+	600	173
P125109_02626	P125109_v1_chr	2438296	2440122	-	1827	441
P125109_02627	P125109_v1_chr	2440199	2440858	-	660	483
P125109_02628	P125109_v1_chr	2440869	2441363	-	495	413
P125109_02629	P125109_v1_chr	2441446	2441901	-	456	291
P125109_02630	P125109_v1_chr	2442241	2443443	+	1203	278
P125109_02631	P125109_v1_chr	2443520	2445664	+	2145	349
P125109_02632	P125109_v1_chr	2445661	2445769	+	109	0
P125109_02633	P125109_v1_chr	2445673	2445867	-	195	0
P125109_02634	P125109_v1_chr	2445882	2447402	+	1521	440
P125109_02635	P125109_v1_chr	2447451	2448404	-	954	152
P125109_02636	P125109_v1_chr	2448397	2449227	-	831	213
P125109_02637	P125109_v1_chr	2449224	2450615	-	1392	377
P125109_02638	P125109_v1_chr	2450636	2450908	-	273	116
P125109_02639	P125109_v1_chr	2450989	2451432	-	444	544
P125109_02640	P125109_v1_chr	2451685	2452704	+	1020	351
P125109_02641	P125109_v1_chr	2452710	2453264	-	555	323
P125109_02642	P125109_v1_chr	2453321	2453872	-	552	311
P125109_02643	P125109_v1_chr	2453928	2454572	-	645	210
P125109_02644	P125109_v1_chr	2454715	2455362	+	648	209
P125109_02645	P125109_v1_chr	2455488	2456381	+	894	240
P125109_02646	P125109_v1_chr	2456354	2456432	+	79	138
P125109_02647	P125109_v1_chr	2456433	2457206	-	774	195
P125109_02648	P125109_v1_chr	2457220	2457927	-	708	524
P125109_02649	P125109_v1_chr	2457924	2458610	-	687	179
P125109_02650	P125109_v1_chr	2458793	2459575	-	783	253
P125109_02651	P125109_v1_chr	2459813	2460595	-	783	288
P125109_02652	P125109_v1_chr	2460884	2461453	-	570	5
P125109_02653	P125109_v1_chr	2461480	2462886	-	1407	467
P125109_02654	P125109_v1_chr	2462950	2464053	-	1104	1467
P125109_02655	P125109_v1_chr	2464055	2465476	-	1422	2048
P125109_02656	P125109_v1_chr	2465567	2466964	-	1398	1243
P125109_02657	P125109_v1_chr	2467175	2468602	+	1428	501
P125109_02658	P125109_v1_chr	2468638	2470155	-	1518	665
P125109_02659	P125109_v1_chr	2470193	2470681	-	489	108
P125109_02660	P125109_v1_chr	2470992	2471666	-	675	100
P125109_02661	P125109_v1_chr	2471656	2472924	-	1269	85
P125109_02662	P125109_v1_chr	2472992	2473906	-	915	34
P125109_02663	P125109_v1_chr	2474056	2474715	-	660	219
P125109_02664	P125109_v1_chr	2474764	2475576	-	813	234
P125109_02665	P125109_v1_chr	2475576	2476589	-	1014	320
P125109_02666	P125109_v1_chr	2476657	2477793	-	1137	340
P125109_02667	P125109_v1_chr	2477897	2478898	+	1002	558
P125109_02668	P125109_v1_chr	2478895	2480070	-	1176	594
P125109_02669	P125109_v1_chr	2480250	2480624	-	375	416
P125109_02670	P125109_v1_chr	2480797	2481045	+	249	214
P125109_02671	P125109_v1_chr	2481214	2481582	+	369	839
P125109_02672	P125109_v1_chr	2481582	2482100	+	519	1308
P125109_02673	P125109_v1_chr	2482167	2482823	-	657	78
P125109_02674	P125109_v1_chr	2482921	2484135	-	1215	10
P125109_02675	P125109_v1_chr	2484295	2486295	+	2001	355
P125109_02676	P125109_v1_chr	2486347	2486622	-	276	102
P125109_02677	P125109_v1_chr	2486655	2487203	-	549	304
P125109_02678	P125109_v1_chr	2487203	2488012	-	810	230
P125109_02679	P125109_v1_chr	2488012	2488836	-	825	399
P125109_02680	P125109_v1_chr	2488840	2489925	-	1086	227
P125109_02681	P125109_v1_chr	2489961	2490893	-	933	471
P125109_02682	P125109_v1_chr	2491059	2491610	+	552	165
P125109_02683	P125109_v1_chr	2491710	2492195	-	486	63
P125109_02684	P125109_v1_chr	2492404	2494551	-	2148	840
P125109_02685	P125109_v1_chr	2494551	2495861	-	1311	419
P125109_02686	P125109_v1_chr	2496039	2496323	-	285	124
P125109_02687	P125109_v1_chr	2496694	2498001	+	1308	631
P125109_02688	P125109_v1_chr	2498062	2498817	-	756	190
P125109_02689	P125109_v1_chr	2499106	2500047	+	942	527
P125109_02690	P125109_v1_chr	2500123	2500197	+	75	0
P125109_02691	P125109_v1_chr	2500324	2500563	-	240	42
P125109_02692	P125109_v1_chr	2501368	2501679	+	312	449
P125109_02693	P125109_v1_chr	2501648	2501902	+	255	15
P125109_02694	P125109_v1_chr	2501920	2503842	+	1923	27
P125109_02695	P125109_v1_chr	2503959	2504459	-	501	529
P125109_02696	P125109_v1_chr	2504994	2505209	-	216	160
P125109_02697	P125109_v1_chr	2505299	2505376	-	78	84
P125109_02698	P125109_v1_chr	2505344	2506282	-	939	663
P125109_02699	P125109_v1_chr	2506322	2506417	+	96	2
P125109_02700	P125109_v1_chr	2506550	2507800	-	1251	372
P125109_02701	P125109_v1_chr	2507787	2509793	-	2007	862
P125109_02702	P125109_v1_chr	2509790	2511064	-	1275	449
P125109_02703	P125109_v1_chr	2511027	2511287	-	261	0
P125109_02704	P125109_v1_chr	2511419	2512810	+	1392	2091
P125109_02705	P125109_v1_chr	2513085	2513327	-	243	280
P125109_02706	P125109_v1_chr	2513488	2513601	-	114	11
P125109_02707	P125109_v1_chr	2513849	2514769	+	921	328
P125109_02708	P125109_v1_chr	2514896	2515294	-	399	23
P125109_02709	P125109_v1_chr	2515172	2515243	+	72	0
P125109_02710	P125109_v1_chr	2515293	2516531	-	1239	312
P125109_02711	P125109_v1_chr	2516875	2517021	-	147	0
P125109_02712	P125109_v1_chr	2517082	2517207	+	126	31
P125109_02713	P125109_v1_chr	2517254	2518219	-	966	575
P125109_02714	P125109_v1_chr	2518423	2519658	+	1236	450
P125109_02715	P125109_v1_chr	2519678	2521330	-	1653	503
P125109_02716	P125109_v1_chr	2521510	2522508	+	999	87
P125109_02717	P125109_v1_chr	2522622	2522948	+	327	105
P125109_02718	P125109_v1_chr	2523009	2524250	-	1242	521
P125109_02719	P125109_v1_chr	2524593	2525795	+	1203	336
P125109_02720	P125109_v1_chr	2525848	2528037	-	2190	1004
P125109_02721	P125109_v1_chr	2528228	2528303	-	76	53
P125109_02722	P125109_v1_chr	2528346	2528421	-	76	51
P125109_02723	P125109_v1_chr	2528643	2529005	+	363	227
P125109_02724	P125109_v1_chr	2529028	2529399	+	372	137
P125109_02725	P125109_v1_chr	2529453	2530868	-	1416	3
P125109_02726	P125109_v1_chr	2531127	2531202	+	76	0
P125109_02727	P125109_v1_chr	2531248	2531323	+	76	0
P125109_02728	P125109_v1_chr	2531365	2531440	+	76	0
P125109_02729	P125109_v1_chr	2531445	2531520	+	76	25
P125109_02730	P125109_v1_chr	2531684	2532568	-	885	359
P125109_02731	P125109_v1_chr	2532620	2532778	-	159	7
P125109_02732	P125109_v1_chr	2532837	2534093	-	1257	766
P125109_02733	P125109_v1_chr	2534148	2534981	-	834	504
P125109_02734	P125109_v1_chr	2535237	2535998	+	762	914
P125109_02735	P125109_v1_chr	2536060	2536986	-	927	247
P125109_02736	P125109_v1_chr	2537076	2538074	+	999	459
P125109_02737	P125109_v1_chr	2538071	2538289	-	219	2
P125109_02738	P125109_v1_chr	2538291	2540306	-	2016	0
P125109_02739	P125109_v1_chr	2540378	2541364	-	987	0
P125109_02740	P125109_v1_chr	2541596	2542357	+	762	564
P125109_02741	P125109_v1_chr	2542521	2543492	+	972	381
P125109_02742	P125109_v1_chr	2543876	2544133	+	258	16
P125109_02743	P125109_v1_chr	2544182	2545909	+	1728	134
P125109_02744	P125109_v1_chr	2545950	2546459	+	510	26
P125109_02745	P125109_v1_chr	2546623	2546862	-	240	107
P125109_02746	P125109_v1_chr	2546859	2547725	-	867	290
P125109_02747	P125109_v1_chr	2547808	2549100	+	1293	417
P125109_02748	P125109_v1_chr	2549115	2549834	+	720	341
