# Program:featureCounts v1.6.4; Command:"featureCounts" "-M" "-t" "gene" "-g" "ID" "-s" "0" "-a" "/pub37/alexp/data/TRADIS/v2_WY_macro/P125109_v3_2018.ess_90.gff" "-o" "P125109_output_MAC.ess.fc.tsv" "P125109_output_MAC.ess.bam" 
Geneid	Chr	Start	End	Strand	Length	P125109_output_MAC.ess.bam
P125109_02267	P125109_v1_chr	2085584	2085851	-	268	0
P125109_02268	P125109_v1_chr	2085925	2086186	-	262	0
P125109_02269	P125109_v1_chr	2086289	2086486	-	198	1
P125109_02270	P125109_v1_chr	2086724	2087512	-	789	39
P125109_02271	P125109_v1_chr	2087946	2087983	+	38	0
P125109_02272	P125109_v1_chr	2088055	2088527	+	473	11
P125109_02273	P125109_v1_chr	2088670	2088864	+	195	4
P125109_02274	P125109_v1_chr	2089054	2089683	+	630	27
P125109_02275	P125109_v1_chr	2090095	2092047	+	1953	98
P125109_02276	P125109_v1_chr	2092320	2093877	+	1558	69
P125109_02277	P125109_v1_chr	2093981	2094088	+	108	2
P125109_02278	P125109_v1_chr	2094121	2094212	-	92	0
P125109_02279	P125109_v1_chr	2094260	2094416	+	157	8
P125109_02280	P125109_v1_chr	2094614	2094819	+	206	1
P125109_02281	P125109_v1_chr	2095100	2096409	-	1310	32
P125109_02282	P125109_v1_chr	2096455	2096600	+	146	3
P125109_02283	P125109_v1_chr	2096637	2096931	-	295	16
P125109_02284	P125109_v1_chr	2096963	2097311	-	349	21
P125109_02285	P125109_v1_chr	2097637	2097787	+	151	2
P125109_02286	P125109_v1_chr	2097815	2097883	-	69	1
P125109_02287	P125109_v1_chr	2098166	2099448	-	1283	36
P125109_02288	P125109_v1_chr	2099641	2099709	+	69	4
P125109_02289	P125109_v1_chr	2099881	2099959	+	79	2
P125109_02290	P125109_v1_chr	2100035	2100871	-	837	16
P125109_02291	P125109_v1_chr	2099967	2100166	+	200	1
P125109_02292	P125109_v1_chr	2101056	2102019	-	964	24
P125109_02293	P125109_v1_chr	2102120	2102789	-	670	13
P125109_02294	P125109_v1_chr	2102840	2103331	-	492	9
P125109_02295	P125109_v1_chr	2103480	2104848	-	1369	36
P125109_02296	P125109_v1_chr	2104926	2105660	-	735	9
P125109_02297	P125109_v1_chr	2105736	2106346	-	611	12
P125109_02298	P125109_v1_chr	2106361	2106614	-	254	4
P125109_02299	P125109_v1_chr	2106689	2107353	-	665	14
P125109_02300	P125109_v1_chr	2107421	2108063	-	643	14
P125109_02301	P125109_v1_chr	2107571	2107651	+	81	0
P125109_02302	P125109_v1_chr	2108139	2108854	-	716	15
P125109_02303	P125109_v1_chr	2108936	2109648	-	713	23
P125109_02304	P125109_v1_chr	2109717	2110370	-	654	5
P125109_02305	P125109_v1_chr	2110475	2111425	-	951	12
P125109_02306	P125109_v1_chr	2111483	2112179	-	697	35
P125109_02307	P125109_v1_chr	2112220	2112741	-	522	9
P125109_02308	P125109_v1_chr	2112791	2113336	-	546	7
P125109_02309	P125109_v1_chr	2113444	2114469	-	1026	18
P125109_02310	P125109_v1_chr	2114532	2115101	-	570	7
P125109_02311	P125109_v1_chr	2115208	2116071	-	864	36
P125109_02312	P125109_v1_chr	2116206	2117447	-	1242	26
P125109_02313	P125109_v1_chr	2118136	2118956	-	821	121
P125109_02314	P125109_v1_chr	2119251	2119966	-	716	58
P125109_02315	P125109_v1_chr	2120491	2120747	+	257	32
P125109_02316	P125109_v1_chr	2120772	2121503	+	732	33
P125109_02317	P125109_v1_chr	2121603	2123101	+	1499	23
P125109_02318	P125109_v1_chr	2123278	2123885	+	608	9
P125109_02319	P125109_v1_chr	2123967	2124436	+	470	16
P125109_02320	P125109_v1_chr	2124498	2126147	+	1650	36
P125109_02321	P125109_v1_chr	2126320	2126635	+	316	6
P125109_02322	P125109_v1_chr	2126689	2126937	+	249	2
P125109_02323	P125109_v1_chr	2126989	2127404	+	416	4
P125109_02324	P125109_v1_chr	2127450	2128019	+	570	6
P125109_02325	P125109_v1_chr	2128079	2128521	+	443	9
P125109_02326	P125109_v1_chr	2128574	2128822	+	249	6
P125109_02327	P125109_v1_chr	2128859	2129768	+	910	14
P125109_02328	P125109_v1_chr	2129866	2131121	+	1256	34
P125109_02329	P125109_v1_chr	2131272	2132273	+	1002	25
P125109_02330	P125109_v1_chr	2132381	2133601	+	1221	39
P125109_02331	P125109_v1_chr	2133739	2134238	+	500	4
P125109_02332	P125109_v1_chr	2134293	2134608	+	316	3
P125109_02333	P125109_v1_chr	2134648	2135055	+	408	11
P125109_02334	P125109_v1_chr	2135085	2136178	+	1094	27
P125109_02335	P125109_v1_chr	2136357	2137169	+	813	27
P125109_02336	P125109_v1_chr	2137326	2137628	-	303	9
P125109_02337	P125109_v1_chr	2137815	2137914	+	100	2
P125109_02338	P125109_v1_chr	2137978	2138931	-	954	10
P125109_02339	P125109_v1_chr	2138889	2139018	+	130	0
P125109_02340	P125109_v1_chr	2139096	2139517	-	422	9
P125109_02341	P125109_v1_chr	2139784	2140834	-	1051	31
P125109_02342	P125109_v1_chr	2141040	2141728	-	689	27
P125109_02343	P125109_v1_chr	2141782	2142303	-	522	14
P125109_02344	P125109_v1_chr	2142545	2144594	-	2050	54
P125109_02345	P125109_v1_chr	2145071	2145338	-	268	8
P125109_02346	P125109_v1_chr	2145214	2147328	+	2115	86
P125109_02347	P125109_v1_chr	2147929	2149216	+	1288	72
P125109_02348	P125109_v1_chr	2149630	2150853	-	1224	22
P125109_02349	P125109_v1_chr	2150849	2150905	-	57	2
P125109_02350	P125109_v1_chr	2151230	2152053	-	824	21
P125109_02351	P125109_v1_chr	2152181	2152923	-	743	33
P125109_02352	P125109_v1_chr	2153055	2153216	+	162	2
P125109_02353	P125109_v1_chr	2153282	2154091	+	810	17
P125109_02354	P125109_v1_chr	2154284	2155458	+	1175	35
P125109_02355	P125109_v1_chr	2155585	2156556	+	972	17
P125109_02356	P125109_v1_chr	2156661	2157622	+	962	9
P125109_02357	P125109_v1_chr	2157728	2158259	+	532	3
P125109_02358	P125109_v1_chr	2158318	2158982	+	665	16
P125109_02359	P125109_v1_chr	2159037	2159736	+	700	6
P125109_02360	P125109_v1_chr	2159807	2160357	+	551	14
P125109_02361	P125109_v1_chr	2160595	2161480	-	886	12
P125109_02362	P125109_v1_chr	2161739	2162789	-	1051	107
P125109_02363	P125109_v1_chr	2163166	2164432	-	1267	46
P125109_02364	P125109_v1_chr	2164739	2166026	-	1288	117
P125109_02365	P125109_v1_chr	2166240	2167530	-	1291	203
P125109_02366	P125109_v1_chr	2167661	2168956	-	1296	103
P125109_02367	P125109_v1_chr	2169051	2169901	-	851	64
P125109_02368	P125109_v1_chr	2170008	2170963	-	956	55
P125109_02369	P125109_v1_chr	2171638	2172539	-	902	1
P125109_02370	P125109_v1_chr	2172669	2173824	-	1156	0
P125109_02371	P125109_v1_chr	2174011	2174926	-	916	48
P125109_02372	P125109_v1_chr	2175005	2175747	-	743	12
P125109_02373	P125109_v1_chr	2175928	2177110	-	1183	23
P125109_02374	P125109_v1_chr	2177245	2178216	-	972	3
P125109_02375	P125109_v1_chr	2178298	2178994	-	697	6
P125109_02376	P125109_v1_chr	2179107	2179984	-	878	91
P125109_02377	P125109_v1_chr	2180044	2180538	-	495	53
P125109_02378	P125109_v1_chr	2180629	2181420	-	792	43
P125109_02379	P125109_v1_chr	2181558	2182367	-	810	72
P125109_02380	P125109_v1_chr	2181543	2181619	+	77	0
P125109_02381	P125109_v1_chr	2182475	2183452	-	978	140
P125109_02382	P125109_v1_chr	2183918	2184722	-	805	58
P125109_02383	P125109_v1_chr	2185040	2186303	-	1264	39
P125109_02384	P125109_v1_chr	2186436	2187534	-	1099	27
P125109_02385	P125109_v1_chr	2187659	2188811	-	1153	125
P125109_02386	P125109_v1_chr	2188980	2190311	-	1332	64
P125109_02387	P125109_v1_chr	2190552	2191807	-	1256	32
P125109_02388	P125109_v1_chr	2191998	2193231	-	1234	22
P125109_02389	P125109_v1_chr	2193485	2194778	-	1294	50
P125109_02390	P125109_v1_chr	2194903	2196004	-	1102	28
P125109_02391	P125109_v1_chr	2196048	2196474	-	427	21
P125109_02392	P125109_v1_chr	2196573	2197442	-	870	22
P125109_02393	P125109_v1_chr	2197557	2198566	-	1010	49
P125109_02394	P125109_v1_chr	2198645	2199144	-	500	31
P125109_02395	P125109_v1_chr	2199234	2199906	-	673	34
P125109_02396	P125109_v1_chr	2200040	2201133	-	1094	47
P125109_02397	P125109_v1_chr	2201229	2202325	-	1097	24
P125109_02398	P125109_v1_chr	2202370	2202810	-	441	10
P125109_02399	P125109_v1_chr	2202904	2203724	-	821	28
P125109_02400	P125109_v1_chr	2203958	2205901	-	1944	31
P125109_02401	P125109_v1_chr	2205943	2206347	-	405	3
P125109_02402	P125109_v1_chr	2206467	2207492	-	1026	57
P125109_02403	P125109_v1_chr	2208167	2209589	+	1423	31
P125109_02404	P125109_v1_chr	2210018	2211689	-	1672	35
P125109_02405	P125109_v1_chr	2211786	2212309	-	524	4
P125109_02406	P125109_v1_chr	2212464	2213041	-	578	34
P125109_02407	P125109_v1_chr	2213372	2216063	+	2692	69
P125109_02408	P125109_v1_chr	2216417	2217199	-	783	15
P125109_02409	P125109_v1_chr	2217333	2218550	+	1218	43
P125109_02410	P125109_v1_chr	2218749	2218873	+	125	3
P125109_02411	P125109_v1_chr	2218824	2219002	+	179	0
P125109_02412	P125109_v1_chr	2219126	2220243	+	1118	25
P125109_02413	P125109_v1_chr	2220367	2223177	+	2811	80
P125109_02414	P125109_v1_chr	2223490	2226262	+	2773	65
P125109_02415	P125109_v1_chr	2226567	2227838	+	1272	40
P125109_02416	P125109_v1_chr	2227979	2229242	+	1264	22
P125109_02417	P125109_v1_chr	2229379	2230029	+	651	23
P125109_02418	P125109_v1_chr	2230105	2230244	+	140	8
P125109_02419	P125109_v1_chr	2230370	2231452	+	1083	91
P125109_02420	P125109_v1_chr	2231572	2232217	+	646	13
P125109_02421	P125109_v1_chr	2232299	2234199	+	1901	62
P125109_02422	P125109_v1_chr	2234526	2235751	+	1226	48
P125109_02423	P125109_v1_chr	2235973	2236050	+	78	1
P125109_02424	P125109_v1_chr	2236567	2236942	-	376	25
P125109_02425	P125109_v1_chr	2237097	2237399	-	303	53
P125109_02426	P125109_v1_chr	2237772	2237877	-	106	5
P125109_02427	P125109_v1_chr	2237961	2238546	+	586	31
P125109_02428	P125109_v1_chr	2239019	2239966	-	948	20
P125109_02429	P125109_v1_chr	2240220	2241364	+	1145	23
P125109_02430	P125109_v1_chr	2241488	2242392	+	905	20
P125109_02431	P125109_v1_chr	2242489	2243358	+	870	29
P125109_02432	P125109_v1_chr	2243502	2244174	-	673	11
P125109_02433	P125109_v1_chr	2244290	2245010	-	721	11
P125109_02434	P125109_v1_chr	2245076	2245794	-	719	14
P125109_02435	P125109_v1_chr	2246204	2246487	+	284	57
P125109_02436	P125109_v1_chr	2246664	2247584	-	921	7
P125109_02437	P125109_v1_chr	2247848	2250086	-	2239	160
P125109_02438	P125109_v1_chr	2250183	2250795	-	613	1
P125109_02439	P125109_v1_chr	2250910	2251390	-	481	6
P125109_02440	P125109_v1_chr	2251697	2251950	-	254	70
P125109_02441	P125109_v1_chr	2252339	2253337	-	999	18
P125109_02442	P125109_v1_chr	2253502	2255332	+	1831	3
P125109_02443	P125109_v1_chr	2255776	2256189	+	414	21
P125109_02444	P125109_v1_chr	2256406	2256883	+	478	54
P125109_02445	P125109_v1_chr	2256938	2256981	+	44	8
P125109_02446	P125109_v1_chr	2257039	2257460	-	422	24
P125109_02447	P125109_v1_chr	2257579	2258226	-	648	10
P125109_02448	P125109_v1_chr	2258391	2259908	-	1518	38
P125109_02449	P125109_v1_chr	2260131	2260789	+	659	13
P125109_02450	P125109_v1_chr	2260922	2261019	+	98	3
P125109_02451	P125109_v1_chr	2261083	2261741	-	659	29
P125109_02452	P125109_v1_chr	2261819	2262672	-	854	23
P125109_02453	P125109_v1_chr	2262782	2263834	-	1053	29
P125109_02454	P125109_v1_chr	2263929	2264755	-	827	22
P125109_02455	P125109_v1_chr	2265165	2267233	-	2069	54
P125109_02456	P125109_v1_chr	2267500	2269057	+	1558	41
P125109_02457	P125109_v1_chr	2269379	2270197	-	819	30
P125109_02458	P125109_v1_chr	2270307	2270369	+	63	0
P125109_02459	P125109_v1_chr	2270460	2270989	-	530	17
P125109_02460	P125109_v1_chr	2271148	2271660	+	513	18
P125109_02461	P125109_v1_chr	2271842	2272527	-	686	15
P125109_02462	P125109_v1_chr	2272736	2274029	-	1294	41
P125109_02463	P125109_v1_chr	2274220	2274398	+	179	6
P125109_02464	P125109_v1_chr	2274322	2274448	+	127	7
P125109_02465	P125109_v1_chr	2274581	2275426	-	846	33
P125109_02466	P125109_v1_chr	2275654	2276728	-	1075	24
P125109_02467	P125109_v1_chr	2276807	2277387	-	581	12
P125109_02468	P125109_v1_chr	2277466	2278097	-	632	12
P125109_02469	P125109_v1_chr	2278216	2279150	-	935	15
P125109_02470	P125109_v1_chr	2279297	2280520	-	1224	23
P125109_02471	P125109_v1_chr	2280646	2281464	+	819	24
P125109_02472	P125109_v1_chr	2281686	2282045	+	360	19
P125109_02473	P125109_v1_chr	2282081	2282707	+	627	25
P125109_02474	P125109_v1_chr	2282930	2283726	+	797	26
P125109_02475	P125109_v1_chr	2283991	2284638	+	648	25
P125109_02476	P125109_v1_chr	2284713	2284928	+	216	20
P125109_02477	P125109_v1_chr	2285157	2286274	+	1118	106
P125109_02478	P125109_v1_chr	2286392	2287504	+	1113	42
P125109_02479	P125109_v1_chr	2287803	2288712	-	910	35
P125109_02480	P125109_v1_chr	2288880	2290248	-	1369	78
P125109_02481	P125109_v1_chr	2290481	2291380	-	900	32
P125109_02482	P125109_v1_chr	2291981	2292901	-	921	24
P125109_02483	P125109_v1_chr	2293167	2294211	-	1045	27
P125109_02484	P125109_v1_chr	2294274	2294876	-	603	0
P125109_02485	P125109_v1_chr	2295206	2295978	+	773	12
P125109_02486	P125109_v1_chr	2296091	2296441	-	351	3
P125109_02487	P125109_v1_chr	2296582	2297813	-	1232	62
P125109_02488	P125109_v1_chr	2298030	2298829	+	800	10
P125109_02489	P125109_v1_chr	2298950	2300140	+	1191	73
P125109_02490	P125109_v1_chr	2300515	2302307	-	1793	33
P125109_02491	P125109_v1_chr	2302800	2304122	-	1323	26
P125109_02492	P125109_v1_chr	2304398	2305175	-	778	14
P125109_02493	P125109_v1_chr	2305296	2306240	+	945	25
P125109_02494	P125109_v1_chr	2306424	2307196	+	773	24
P125109_02495	P125109_v1_chr	2307514	2309034	-	1521	40
P125109_02496	P125109_v1_chr	2309144	2309989	-	846	18
P125109_02497	P125109_v1_chr	2310102	2311119	-	1018	8
P125109_02498	P125109_v1_chr	2311197	2311294	-	98	0
P125109_02499	P125109_v1_chr	2311488	2312551	+	1064	19
P125109_02500	P125109_v1_chr	2312799	2313398	-	600	10
P125109_02501	P125109_v1_chr	2313412	2313522	-	111	0
P125109_02502	P125109_v1_chr	2313935	2314164	-	230	0
P125109_02503	P125109_v1_chr	2313950	2314314	+	365	8
P125109_02504	P125109_v1_chr	2314489	2315004	+	516	24
P125109_02505	P125109_v1_chr	2315274	2316162	+	889	18
P125109_02506	P125109_v1_chr	2316290	2316937	+	648	22
P125109_02507	P125109_v1_chr	2317024	2317173	-	150	0
P125109_02508	P125109_v1_chr	2317423	2317938	+	516	21
P125109_02509	P125109_v1_chr	2318321	2319722	+	1402	29
P125109_02510	P125109_v1_chr	2319984	2321609	+	1626	35
P125109_02511	P125109_v1_chr	2321799	2322784	+	986	21
P125109_02512	P125109_v1_chr	2322893	2323816	+	924	22
P125109_02513	P125109_v1_chr	2323920	2325350	+	1431	19
P125109_02514	P125109_v1_chr	2325547	2325857	-	311	4
P125109_02515	P125109_v1_chr	2326014	2326086	-	73	2
P125109_02516	P125109_v1_chr	2326367	2327438	-	1072	29
P125109_02517	P125109_v1_chr	2327100	2327186	-	87	0
P125109_02518	P125109_v1_chr	2327535	2328161	-	627	28
P125109_02519	P125109_v1_chr	2328313	2329897	+	1585	23
P125109_02520	P125109_v1_chr	2330198	2330454	+	257	0
P125109_02521	P125109_v1_chr	2330652	2331210	-	559	16
P125109_02522	P125109_v1_chr	2331338	2332245	-	908	28
P125109_02523	P125109_v1_chr	2332425	2332630	+	206	1
P125109_02524	P125109_v1_chr	2332684	2334268	+	1585	4
P125109_02525	P125109_v1_chr	2334518	2334587	+	70	2
P125109_02526	P125109_v1_chr	2334920	2335054	-	135	5
P125109_02527	P125109_v1_chr	2335451	2337581	-	2131	79
P125109_02528	P125109_v1_chr	2337945	2338196	-	252	14
P125109_02529	P125109_v1_chr	2338278	2338534	-	257	18
P125109_02530	P125109_v1_chr	2338623	2339041	-	419	4
P125109_02531	P125109_v1_chr	2339062	2339315	+	254	4
P125109_02532	P125109_v1_chr	2339170	2339340	+	171	0
P125109_02533	P125109_v1_chr	2339387	2339532	+	146	8
P125109_02534	P125109_v1_chr	2339795	2340297	-	503	10
P125109_02535	P125109_v1_chr	2341033	2341616	+	584	15
P125109_02536	P125109_v1_chr	2341828	2342767	-	940	50
P125109_02537	P125109_v1_chr	2342819	2343321	-	503	30
P125109_02538	P125109_v1_chr	2343511	2345249	-	1739	123
P125109_02539	P125109_v1_chr	2345294	2345725	-	432	34
P125109_02540	P125109_v1_chr	2345739	2345895	-	157	6
P125109_02541	P125109_v1_chr	2346005	2346677	-	673	29
P125109_02542	P125109_v1_chr	2346785	2347376	-	592	33
P125109_02543	P125109_v1_chr	2347437	2347993	-	557	29
P125109_02544	P125109_v1_chr	2348074	2348616	-	543	22
P125109_02545	P125109_v1_chr	2348671	2349075	-	405	17
P125109_02546	P125109_v1_chr	2349278	2350060	-	783	25
P125109_02547	P125109_v1_chr	2350116	2350742	-	627	6
P125109_02548	P125109_v1_chr	2350997	2353235	-	2239	45
P125109_02549	P125109_v1_chr	2353258	2353495	-	238	8
P125109_02550	P125109_v1_chr	2353534	2353976	-	443	32
P125109_02551	P125109_v1_chr	2354088	2354206	+	119	5
P125109_02552	P125109_v1_chr	2354378	2354834	+	457	26
P125109_02553	P125109_v1_chr	2355231	2356710	-	1480	48
P125109_02554	P125109_v1_chr	2356849	2357434	-	586	31
P125109_02555	P125109_v1_chr	2357542	2358495	-	954	24
P125109_02556	P125109_v1_chr	2358684	2359631	-	948	18
P125109_02557	P125109_v1_chr	2359859	2360882	-	1024	106
P125109_02558	P125109_v1_chr	2361216	2361298	+	83	5
P125109_02559	P125109_v1_chr	2361609	2364011	+	2403	106
P125109_02560	P125109_v1_chr	2364295	2364880	+	586	13
P125109_02561	P125109_v1_chr	2365332	2367894	-	2563	115
P125109_02562	P125109_v1_chr	2368275	2370648	-	2374	2
P125109_02563	P125109_v1_chr	2371178	2372260	-	1083	110
P125109_02564	P125109_v1_chr	2372407	2373600	-	1194	44
P125109_02565	P125109_v1_chr	2373650	2374446	+	797	37
P125109_02566	P125109_v1_chr	2374617	2375273	+	657	1
P125109_02567	P125109_v1_chr	2375701	2377758	+	2058	3
P125109_02568	P125109_v1_chr	2378099	2379116	+	1018	2
P125109_02569	P125109_v1_chr	2379229	2379458	+	230	7
P125109_02570	P125109_v1_chr	2379606	2380702	-	1097	37
P125109_02571	P125109_v1_chr	2380837	2381628	+	792	8
P125109_02572	P125109_v1_chr	2381938	2382901	-	964	44
P125109_02573	P125109_v1_chr	2383041	2384264	-	1224	81
P125109_02574	P125109_v1_chr	2384537	2386003	+	1467	60
P125109_02575	P125109_v1_chr	2386155	2387288	+	1134	38
P125109_02576	P125109_v1_chr	2387411	2388482	+	1072	22
P125109_02577	P125109_v1_chr	2388649	2389054	-	406	18
P125109_02578	P125109_v1_chr	2389027	2389947	+	921	12
P125109_02579	P125109_v1_chr	2390153	2390312	-	160	23
P125109_02580	P125109_v1_chr	2390398	2391121	-	724	20
P125109_02581	P125109_v1_chr	2391195	2391632	-	438	18
P125109_02582	P125109_v1_chr	2391724	2392436	-	713	20
P125109_02583	P125109_v1_chr	2392612	2393697	-	1086	48
P125109_02584	P125109_v1_chr	2393789	2394493	-	705	31
P125109_02585	P125109_v1_chr	2394862	2395939	-	1078	38
P125109_02586	P125109_v1_chr	2396110	2396620	-	511	7
P125109_02587	P125109_v1_chr	2396875	2397258	+	384	35
P125109_02588	P125109_v1_chr	2397405	2397950	-	546	90
P125109_02589	P125109_v1_chr	2398249	2399274	+	1026	66
P125109_02590	P125109_v1_chr	2399391	2400276	+	886	25
P125109_02591	P125109_v1_chr	2400371	2402155	+	1785	73
P125109_02592	P125109_v1_chr	2402350	2403159	+	810	28
P125109_02593	P125109_v1_chr	2403246	2404728	+	1483	44
P125109_02594	P125109_v1_chr	2404889	2405191	+	303	9
P125109_02595	P125109_v1_chr	2405224	2405564	+	341	7
P125109_02596	P125109_v1_chr	2405621	2405853	-	233	6
P125109_02597	P125109_v1_chr	2406087	2407318	-	1232	40
P125109_02598	P125109_v1_chr	2407411	2408277	-	867	19
P125109_02599	P125109_v1_chr	2408362	2409134	-	773	30
P125109_02600	P125109_v1_chr	2409224	2409907	-	684	18
P125109_02601	P125109_v1_chr	2410071	2411574	-	1504	32
P125109_02602	P125109_v1_chr	2411789	2412955	-	1167	48
P125109_02603	P125109_v1_chr	2413086	2413361	-	276	1
P125109_02604	P125109_v1_chr	2413462	2413877	-	416	15
P125109_02605	P125109_v1_chr	2413938	2414764	+	827	29
P125109_02606	P125109_v1_chr	2414921	2415822	+	902	27
P125109_02607	P125109_v1_chr	2416142	2417753	-	1612	99
P125109_02608	P125109_v1_chr	2418787	2420099	-	1313	39
P125109_02609	P125109_v1_chr	2420259	2421635	-	1377	35
P125109_02610	P125109_v1_chr	2422133	2423790	-	1658	49
P125109_02611	P125109_v1_chr	2423817	2424089	-	273	5
P125109_02612	P125109_v1_chr	2424141	2424640	-	500	23
P125109_02613	P125109_v1_chr	2424705	2425193	-	489	13
P125109_02614	P125109_v1_chr	2425305	2426185	-	881	17
P125109_02615	P125109_v1_chr	2426454	2428908	-	2455	67
P125109_02616	P125109_v1_chr	2429072	2430276	-	1205	21
P125109_02617	P125109_v1_chr	2430323	2430773	-	451	11
P125109_02618	P125109_v1_chr	2430956	2432578	-	1623	47
P125109_02619	P125109_v1_chr	2432731	2433327	-	597	24
P125109_02620	P125109_v1_chr	2433387	2433786	-	400	13
P125109_02621	P125109_v1_chr	2434196	2434333	-	138	2
P125109_02622	P125109_v1_chr	2434237	2434364	+	128	0
P125109_02623	P125109_v1_chr	2434506	2435351	-	846	63
P125109_02624	P125109_v1_chr	2436283	2437376	+	1094	66
P125109_02625	P125109_v1_chr	2437591	2438130	+	540	20
P125109_02626	P125109_v1_chr	2438478	2440122	-	1645	44
P125109_02627	P125109_v1_chr	2440265	2440858	-	594	25
P125109_02628	P125109_v1_chr	2440918	2441363	-	446	20
P125109_02629	P125109_v1_chr	2441491	2441901	-	411	19
P125109_02630	P125109_v1_chr	2442241	2443323	+	1083	16
P125109_02631	P125109_v1_chr	2443520	2445450	+	1931	22
P125109_02632	P125109_v1_chr	2445661	2445759	+	99	0
P125109_02633	P125109_v1_chr	2445692	2445867	-	176	0
P125109_02634	P125109_v1_chr	2445882	2447250	+	1369	38
P125109_02635	P125109_v1_chr	2447546	2448404	-	859	11
P125109_02636	P125109_v1_chr	2448480	2449227	-	748	15
P125109_02637	P125109_v1_chr	2449363	2450615	-	1253	50
P125109_02638	P125109_v1_chr	2450663	2450908	-	246	23
P125109_02639	P125109_v1_chr	2451033	2451432	-	400	39
P125109_02640	P125109_v1_chr	2451685	2452602	+	918	29
P125109_02641	P125109_v1_chr	2452765	2453264	-	500	25
P125109_02642	P125109_v1_chr	2453376	2453872	-	497	19
P125109_02643	P125109_v1_chr	2453992	2454572	-	581	14
P125109_02644	P125109_v1_chr	2454715	2455298	+	584	14
P125109_02645	P125109_v1_chr	2455488	2456292	+	805	19
P125109_02646	P125109_v1_chr	2456354	2456425	+	72	9
P125109_02647	P125109_v1_chr	2456510	2457206	-	697	20
P125109_02648	P125109_v1_chr	2457290	2457927	-	638	39
P125109_02649	P125109_v1_chr	2457992	2458610	-	619	20
P125109_02650	P125109_v1_chr	2458871	2459575	-	705	14
P125109_02651	P125109_v1_chr	2459891	2460595	-	705	20
P125109_02652	P125109_v1_chr	2460941	2461453	-	513	1
P125109_02653	P125109_v1_chr	2461620	2462886	-	1267	31
P125109_02654	P125109_v1_chr	2463060	2464053	-	994	105
P125109_02655	P125109_v1_chr	2464197	2465476	-	1280	144
P125109_02656	P125109_v1_chr	2465706	2466964	-	1259	70
P125109_02657	P125109_v1_chr	2467175	2468460	+	1286	44
P125109_02658	P125109_v1_chr	2468789	2470155	-	1367	26
P125109_02659	P125109_v1_chr	2470241	2470681	-	441	8
P125109_02660	P125109_v1_chr	2471059	2471666	-	608	14
P125109_02661	P125109_v1_chr	2471782	2472924	-	1143	2
P125109_02662	P125109_v1_chr	2473083	2473906	-	824	1
P125109_02663	P125109_v1_chr	2474122	2474715	-	594	18
P125109_02664	P125109_v1_chr	2474845	2475576	-	732	16
P125109_02665	P125109_v1_chr	2475677	2476589	-	913	24
P125109_02666	P125109_v1_chr	2476770	2477793	-	1024	20
P125109_02667	P125109_v1_chr	2477897	2478798	+	902	35
P125109_02668	P125109_v1_chr	2479012	2480070	-	1059	31
P125109_02669	P125109_v1_chr	2480287	2480624	-	338	42
P125109_02670	P125109_v1_chr	2480797	2481021	+	225	25
P125109_02671	P125109_v1_chr	2481214	2481546	+	333	58
P125109_02672	P125109_v1_chr	2481582	2482049	+	468	69
P125109_02673	P125109_v1_chr	2482232	2482823	-	592	31
P125109_02674	P125109_v1_chr	2483042	2484135	-	1094	2
P125109_02675	P125109_v1_chr	2484295	2486095	+	1801	38
P125109_02676	P125109_v1_chr	2486374	2486622	-	249	8
P125109_02677	P125109_v1_chr	2486709	2487203	-	495	18
P125109_02678	P125109_v1_chr	2487284	2488012	-	729	17
P125109_02679	P125109_v1_chr	2488094	2488836	-	743	32
P125109_02680	P125109_v1_chr	2488948	2489925	-	978	24
P125109_02681	P125109_v1_chr	2490054	2490893	-	840	26
P125109_02682	P125109_v1_chr	2491059	2491555	+	497	6
P125109_02683	P125109_v1_chr	2491758	2492195	-	438	9
P125109_02684	P125109_v1_chr	2492618	2494551	-	1934	60
P125109_02685	P125109_v1_chr	2494682	2495861	-	1180	27
P125109_02686	P125109_v1_chr	2496067	2496323	-	257	11
P125109_02687	P125109_v1_chr	2496694	2497871	+	1178	41
P125109_02688	P125109_v1_chr	2498137	2498817	-	681	25
P125109_02689	P125109_v1_chr	2499106	2499953	+	848	46
P125109_02690	P125109_v1_chr	2500123	2500190	+	68	2
P125109_02691	P125109_v1_chr	2500348	2500563	-	216	3
P125109_02692	P125109_v1_chr	2501368	2501648	+	281	50
P125109_02693	P125109_v1_chr	2501648	2501877	+	230	9
P125109_02694	P125109_v1_chr	2501920	2503650	+	1731	8
P125109_02695	P125109_v1_chr	2504009	2504459	-	451	43
P125109_02696	P125109_v1_chr	2505015	2505209	-	195	23
P125109_02697	P125109_v1_chr	2505306	2505376	-	71	19
P125109_02698	P125109_v1_chr	2505437	2506282	-	846	67
P125109_02699	P125109_v1_chr	2506322	2506408	+	87	0
P125109_02700	P125109_v1_chr	2506675	2507800	-	1126	36
P125109_02701	P125109_v1_chr	2507987	2509793	-	1807	65
P125109_02702	P125109_v1_chr	2509917	2511064	-	1148	48
P125109_02703	P125109_v1_chr	2511053	2511287	-	235	0
P125109_02704	P125109_v1_chr	2511419	2512671	+	1253	153
P125109_02705	P125109_v1_chr	2513109	2513327	-	219	24
P125109_02706	P125109_v1_chr	2513499	2513601	-	103	2
P125109_02707	P125109_v1_chr	2513849	2514677	+	829	36
