# Program:featureCounts v1.6.4; Command:"featureCounts" "-M" "-t" "gene" "-g" "ID" "-s" "0" "-a" "/pub37/alexp/data/TRADIS/v2_WY_macro/D7795_v3_2018.ess_90.gff" "-o" "D7795_input_LB.ess.fc.tsv" "D7795_input_LB.ess.bam" 
Geneid	Chr	Start	End	Strand	Length	D7795_input_LB.ess.bam
D7795_02563	D7795_v1_chr	2354777	2354849	-	73	0
D7795_02564	D7795_v1_chr	2355130	2356201	-	1072	22
D7795_02565	D7795_v1_chr	2355863	2355949	-	87	0
D7795_02566	D7795_v1_chr	2356298	2356924	-	627	17
D7795_02567	D7795_v1_chr	2357076	2358660	+	1585	12
D7795_02568	D7795_v1_chr	2358961	2359217	+	257	0
D7795_02569	D7795_v1_chr	2359415	2359973	-	559	12
D7795_02570	D7795_v1_chr	2360101	2361008	-	908	20
D7795_02571	D7795_v1_chr	2361188	2361393	+	206	2
D7795_02572	D7795_v1_chr	2361447	2363031	+	1585	18
D7795_02573	D7795_v1_chr	2363281	2363350	+	70	1
D7795_02574	D7795_v1_chr	2363683	2363817	-	135	2
D7795_02575	D7795_v1_chr	2364214	2366344	-	2131	39
D7795_02576	D7795_v1_chr	2366708	2366959	-	252	17
D7795_02577	D7795_v1_chr	2367041	2367297	-	257	22
D7795_02578	D7795_v1_chr	2367386	2367804	-	419	2
D7795_02579	D7795_v1_chr	2367825	2368078	+	254	5
D7795_02580	D7795_v1_chr	2367933	2368103	+	171	0
D7795_02581	D7795_v1_chr	2368150	2368295	+	146	15
D7795_02582	D7795_v1_chr	2368558	2369060	-	503	10
D7795_02583	D7795_v1_chr	2369796	2370379	+	584	4
D7795_02584	D7795_v1_chr	2370591	2371530	-	940	39
D7795_02585	D7795_v1_chr	2371582	2372084	-	503	22
D7795_02586	D7795_v1_chr	2372274	2374012	-	1739	62
D7795_02587	D7795_v1_chr	2374057	2374488	-	432	24
D7795_02588	D7795_v1_chr	2374502	2374658	-	157	3
D7795_02589	D7795_v1_chr	2374768	2375440	-	673	24
D7795_02590	D7795_v1_chr	2375548	2376139	-	592	19
D7795_02591	D7795_v1_chr	2376200	2376756	-	557	14
D7795_02592	D7795_v1_chr	2376837	2377379	-	543	18
D7795_02593	D7795_v1_chr	2377434	2377838	-	405	14
D7795_02594	D7795_v1_chr	2378041	2378823	-	783	15
D7795_02595	D7795_v1_chr	2378879	2379505	-	627	9
D7795_02596	D7795_v1_chr	2379760	2381998	-	2239	57
D7795_02597	D7795_v1_chr	2382021	2382258	-	238	8
D7795_02598	D7795_v1_chr	2382297	2382739	-	443	13
D7795_02599	D7795_v1_chr	2382851	2382969	+	119	4
D7795_02600	D7795_v1_chr	2383141	2383597	+	457	24
D7795_02601	D7795_v1_chr	2383994	2385473	-	1480	43
D7795_02602	D7795_v1_chr	2385612	2386197	-	586	19
D7795_02603	D7795_v1_chr	2386305	2387258	-	954	15
D7795_02604	D7795_v1_chr	2387447	2388394	-	948	26
D7795_02605	D7795_v1_chr	2388622	2389645	-	1024	63
D7795_02606	D7795_v1_chr	2389979	2390062	+	84	1
D7795_02607	D7795_v1_chr	2390373	2392775	+	2403	70
D7795_02608	D7795_v1_chr	2393059	2393644	+	586	11
D7795_02609	D7795_v1_chr	2394096	2396658	-	2563	65
D7795_02610	D7795_v1_chr	2397039	2399412	-	2374	0
D7795_02611	D7795_v1_chr	2399942	2401024	-	1083	100
D7795_02612	D7795_v1_chr	2401171	2402364	-	1194	64
D7795_02613	D7795_v1_chr	2402414	2403210	+	797	25
D7795_02614	D7795_v1_chr	2403381	2404037	+	657	0
D7795_02615	D7795_v1_chr	2404465	2406522	+	2058	8
D7795_02616	D7795_v1_chr	2406863	2407880	+	1018	8
D7795_02617	D7795_v1_chr	2407993	2408222	+	230	3
D7795_02618	D7795_v1_chr	2408370	2409466	-	1097	27
D7795_02619	D7795_v1_chr	2409601	2410392	+	792	27
D7795_02620	D7795_v1_chr	2410702	2411665	-	964	38
D7795_02621	D7795_v1_chr	2411805	2413028	-	1224	41
D7795_02622	D7795_v1_chr	2413301	2414767	+	1467	40
D7795_02623	D7795_v1_chr	2414919	2416052	+	1134	15
D7795_02624	D7795_v1_chr	2416175	2417246	+	1072	17
D7795_02625	D7795_v1_chr	2417413	2417818	-	406	25
D7795_02626	D7795_v1_chr	2417791	2418711	+	921	18
D7795_02627	D7795_v1_chr	2418917	2419076	-	160	3
D7795_02628	D7795_v1_chr	2419162	2419885	-	724	15
D7795_02629	D7795_v1_chr	2419984	2420642	-	659	13
D7795_02630	D7795_v1_chr	2420667	2421201	-	535	16
D7795_02631	D7795_v1_chr	2421377	2422462	-	1086	39
D7795_02632	D7795_v1_chr	2422554	2423258	-	705	19
D7795_02633	D7795_v1_chr	2423627	2424704	-	1078	30
D7795_02634	D7795_v1_chr	2424875	2425385	-	511	13
D7795_02635	D7795_v1_chr	2425640	2426023	+	384	22
D7795_02636	D7795_v1_chr	2426170	2426715	-	546	86
D7795_02637	D7795_v1_chr	2427014	2428039	+	1026	34
D7795_02638	D7795_v1_chr	2428156	2429041	+	886	12
D7795_02639	D7795_v1_chr	2429136	2430920	+	1785	55
D7795_02640	D7795_v1_chr	2431115	2431924	+	810	25
D7795_02641	D7795_v1_chr	2432011	2433493	+	1483	35
D7795_02642	D7795_v1_chr	2433654	2433956	+	303	8
D7795_02643	D7795_v1_chr	2433989	2434329	+	341	7
D7795_02644	D7795_v1_chr	2434386	2434618	-	233	2
D7795_02645	D7795_v1_chr	2434852	2436083	-	1232	34
D7795_02646	D7795_v1_chr	2436176	2437042	-	867	15
D7795_02647	D7795_v1_chr	2437127	2437899	-	773	24
D7795_02648	D7795_v1_chr	2437989	2438672	-	684	4
D7795_02649	D7795_v1_chr	2438836	2440339	-	1504	44
D7795_02650	D7795_v1_chr	2440554	2441720	-	1167	29
D7795_02651	D7795_v1_chr	2441851	2442126	-	276	7
D7795_02652	D7795_v1_chr	2442227	2442642	-	416	14
D7795_02653	D7795_v1_chr	2442703	2443529	+	827	22
D7795_02654	D7795_v1_chr	2443686	2444587	+	902	23
D7795_02655	D7795_v1_chr	2444784	2445291	-	508	8
D7795_02656	D7795_v1_chr	2445414	2446518	-	1105	59
D7795_02657	D7795_v1_chr	2447552	2448864	-	1313	21
D7795_02658	D7795_v1_chr	2449024	2450400	-	1377	31
D7795_02659	D7795_v1_chr	2450898	2452555	-	1658	40
D7795_02660	D7795_v1_chr	2452582	2452854	-	273	4
D7795_02661	D7795_v1_chr	2452906	2453405	-	500	14
D7795_02662	D7795_v1_chr	2453470	2453958	-	489	14
D7795_02663	D7795_v1_chr	2454070	2454950	-	881	10
D7795_02664	D7795_v1_chr	2455219	2457673	-	2455	27
D7795_02665	D7795_v1_chr	2457837	2459041	-	1205	8
D7795_02666	D7795_v1_chr	2459088	2459538	-	451	13
D7795_02667	D7795_v1_chr	2459721	2461343	-	1623	49
D7795_02668	D7795_v1_chr	2461496	2462092	-	597	17
D7795_02669	D7795_v1_chr	2462152	2462551	-	400	13
D7795_02670	D7795_v1_chr	2462960	2463097	-	138	0
D7795_02671	D7795_v1_chr	2463001	2463128	+	128	0
D7795_02672	D7795_v1_chr	2463270	2464115	-	846	48
D7795_02673	D7795_v1_chr	2465047	2466140	+	1094	57
D7795_02674	D7795_v1_chr	2466355	2466894	+	540	18
D7795_02675	D7795_v1_chr	2467242	2468886	-	1645	40
D7795_02676	D7795_v1_chr	2469029	2469622	-	594	17
D7795_02677	D7795_v1_chr	2469682	2470127	-	446	9
D7795_02678	D7795_v1_chr	2470255	2470665	-	411	11
D7795_02679	D7795_v1_chr	2471005	2472087	+	1083	24
D7795_02680	D7795_v1_chr	2472284	2474214	+	1931	45
D7795_02681	D7795_v1_chr	2474425	2474523	+	99	0
D7795_02682	D7795_v1_chr	2474456	2474631	-	176	2
D7795_02683	D7795_v1_chr	2474646	2476014	+	1369	24
D7795_02684	D7795_v1_chr	2476310	2477168	-	859	17
D7795_02685	D7795_v1_chr	2477244	2477991	-	748	14
D7795_02686	D7795_v1_chr	2478127	2479379	-	1253	50
D7795_02687	D7795_v1_chr	2479427	2479672	-	246	21
D7795_02688	D7795_v1_chr	2479797	2480196	-	400	35
D7795_02689	D7795_v1_chr	2480449	2481366	+	918	21
D7795_02690	D7795_v1_chr	2481529	2482028	-	500	13
D7795_02691	D7795_v1_chr	2482140	2482636	-	497	8
D7795_02692	D7795_v1_chr	2482756	2483336	-	581	11
D7795_02693	D7795_v1_chr	2483479	2484062	+	584	18
D7795_02694	D7795_v1_chr	2484252	2485056	+	805	14
D7795_02695	D7795_v1_chr	2485118	2485189	+	72	9
D7795_02696	D7795_v1_chr	2485274	2485970	-	697	14
D7795_02697	D7795_v1_chr	2486054	2486691	-	638	19
D7795_02698	D7795_v1_chr	2486756	2487374	-	619	12
D7795_02699	D7795_v1_chr	2487635	2488339	-	705	2
D7795_02700	D7795_v1_chr	2488655	2489359	-	705	12
D7795_02701	D7795_v1_chr	2489705	2490217	-	513	4
D7795_02702	D7795_v1_chr	2490384	2491650	-	1267	24
D7795_02703	D7795_v1_chr	2491824	2492817	-	994	79
D7795_02704	D7795_v1_chr	2492961	2494240	-	1280	124
D7795_02705	D7795_v1_chr	2494470	2495728	-	1259	44
D7795_02706	D7795_v1_chr	2495939	2497224	+	1286	39
D7795_02707	D7795_v1_chr	2497553	2498919	-	1367	17
D7795_02708	D7795_v1_chr	2499005	2499445	-	441	4
D7795_02709	D7795_v1_chr	2499823	2500430	-	608	15
D7795_02710	D7795_v1_chr	2500546	2501688	-	1143	1
D7795_02711	D7795_v1_chr	2501847	2502670	-	824	0
D7795_02712	D7795_v1_chr	2502886	2503479	-	594	15
D7795_02713	D7795_v1_chr	2503609	2504340	-	732	23
D7795_02714	D7795_v1_chr	2504441	2505353	-	913	14
D7795_02715	D7795_v1_chr	2505534	2506557	-	1024	18
D7795_02716	D7795_v1_chr	2506661	2507562	+	902	33
D7795_02717	D7795_v1_chr	2507776	2508837	-	1062	26
D7795_02718	D7795_v1_chr	2509054	2509391	-	338	32
D7795_02719	D7795_v1_chr	2509564	2509788	+	225	28
D7795_02720	D7795_v1_chr	2509981	2510313	+	333	40
D7795_02721	D7795_v1_chr	2510349	2510816	+	468	52
D7795_02722	D7795_v1_chr	2510999	2511590	-	592	44
D7795_02723	D7795_v1_chr	2511809	2512902	-	1094	0
D7795_02724	D7795_v1_chr	2513062	2514862	+	1801	42
D7795_02725	D7795_v1_chr	2515141	2515389	-	249	5
D7795_02726	D7795_v1_chr	2515476	2515970	-	495	4
D7795_02727	D7795_v1_chr	2516051	2516779	-	729	16
D7795_02728	D7795_v1_chr	2516861	2517603	-	743	20
D7795_02729	D7795_v1_chr	2517715	2518692	-	978	15
D7795_02730	D7795_v1_chr	2518821	2519660	-	840	16
D7795_02731	D7795_v1_chr	2519826	2520322	+	497	14
D7795_02732	D7795_v1_chr	2520525	2520962	-	438	6
D7795_02733	D7795_v1_chr	2521385	2523318	-	1934	37
D7795_02734	D7795_v1_chr	2523449	2524628	-	1180	25
D7795_02735	D7795_v1_chr	2524834	2525090	-	257	11
D7795_02736	D7795_v1_chr	2525461	2526638	+	1178	44
D7795_02737	D7795_v1_chr	2526904	2527584	-	681	15
D7795_02738	D7795_v1_chr	2528880	2528947	+	68	2
D7795_02739	D7795_v1_chr	2529105	2529320	-	216	8
D7795_02740	D7795_v1_chr	2530125	2530405	+	281	49
D7795_02741	D7795_v1_chr	2530405	2530634	+	230	9
D7795_02742	D7795_v1_chr	2530677	2532407	+	1731	14
D7795_02743	D7795_v1_chr	2532766	2533216	-	451	43
D7795_02744	D7795_v1_chr	2533771	2533959	-	189	18
D7795_02745	D7795_v1_chr	2534056	2534126	-	71	12
D7795_02746	D7795_v1_chr	2534187	2535032	-	846	72
D7795_02747	D7795_v1_chr	2535072	2535158	+	87	2
D7795_02748	D7795_v1_chr	2535424	2536547	-	1124	38
D7795_02749	D7795_v1_chr	2536737	2538543	-	1807	40
D7795_02750	D7795_v1_chr	2538667	2539814	-	1148	43
D7795_02751	D7795_v1_chr	2539803	2540037	-	235	9
D7795_02752	D7795_v1_chr	2540169	2541421	+	1253	126
D7795_02753	D7795_v1_chr	2541859	2542077	-	219	16
D7795_02754	D7795_v1_chr	2542249	2542351	-	103	7
D7795_02755	D7795_v1_chr	2542599	2543427	+	829	26
D7795_02756	D7795_v1_chr	2543685	2544044	-	360	10
D7795_02757	D7795_v1_chr	2543922	2543986	+	65	0
D7795_02758	D7795_v1_chr	2544166	2545281	-	1116	24
D7795_02759	D7795_v1_chr	2545639	2545771	-	133	0
D7795_02760	D7795_v1_chr	2545832	2545945	+	114	1
D7795_02761	D7795_v1_chr	2546100	2546969	-	870	16
D7795_02762	D7795_v1_chr	2547173	2548285	+	1113	24
D7795_02763	D7795_v1_chr	2548593	2550080	-	1488	40
D7795_02764	D7795_v1_chr	2550260	2551159	+	900	17
D7795_02765	D7795_v1_chr	2551372	2551666	+	295	11
D7795_02766	D7795_v1_chr	2551883	2553000	-	1118	32
D7795_02767	D7795_v1_chr	2553343	2554425	+	1083	19
D7795_02768	D7795_v1_chr	2554817	2556787	-	1971	66
D7795_02769	D7795_v1_chr	2556985	2557053	-	69	3
D7795_02770	D7795_v1_chr	2557103	2557171	-	69	1
D7795_02771	D7795_v1_chr	2557393	2557719	+	327	9
D7795_02772	D7795_v1_chr	2557778	2558112	+	335	2
D7795_02773	D7795_v1_chr	2558344	2559618	-	1275	0
D7795_02774	D7795_v1_chr	2559877	2559945	+	69	0
D7795_02775	D7795_v1_chr	2559998	2560066	+	69	2
D7795_02776	D7795_v1_chr	2560115	2560183	+	69	3
D7795_02777	D7795_v1_chr	2560195	2560263	+	69	0
D7795_02778	D7795_v1_chr	2560522	2561318	-	797	30
D7795_02779	D7795_v1_chr	2561385	2561528	-	144	7
D7795_02780	D7795_v1_chr	2561712	2562843	-	1132	71
D7795_02781	D7795_v1_chr	2562981	2563731	-	751	20
D7795_02782	D7795_v1_chr	2563987	2564672	+	686	54
D7795_02783	D7795_v1_chr	2564902	2565736	-	835	14
D7795_02784	D7795_v1_chr	2565826	2566725	+	900	14
D7795_02785	D7795_v1_chr	2566842	2567039	-	198	0
D7795_02786	D7795_v1_chr	2567242	2569056	-	1815	1
D7795_02787	D7795_v1_chr	2569226	2570114	-	889	0
D7795_02788	D7795_v1_chr	2570346	2571031	+	686	15
D7795_02789	D7795_v1_chr	2571271	2572145	+	875	12
D7795_02790	D7795_v1_chr	2572626	2572858	+	233	7
D7795_02791	D7795_v1_chr	2572932	2574487	+	1556	27
D7795_02792	D7795_v1_chr	2574700	2575158	+	459	8
D7795_02793	D7795_v1_chr	2575397	2575612	-	216	2
D7795_02794	D7795_v1_chr	2575695	2576475	-	781	12
D7795_02795	D7795_v1_chr	2576558	2577721	+	1164	14
D7795_02796	D7795_v1_chr	2577865	2578512	+	648	5
D7795_02797	D7795_v1_chr	2578661	2578990	+	330	7
D7795_02798	D7795_v1_chr	2579186	2579734	-	549	12
D7795_02799	D7795_v1_chr	2580077	2580897	-	821	24
D7795_02800	D7795_v1_chr	2581074	2582062	-	989	28
D7795_02801	D7795_v1_chr	2582139	2582927	-	789	16
D7795_02802	D7795_v1_chr	2583010	2583760	-	751	10
D7795_02803	D7795_v1_chr	2583861	2584776	-	916	11
D7795_02804	D7795_v1_chr	2585013	2585725	-	713	15
D7795_02805	D7795_v1_chr	2586053	2586862	-	810	14
D7795_02806	D7795_v1_chr	2587014	2587532	-	519	15
D7795_02807	D7795_v1_chr	2587639	2588043	-	405	7
D7795_02808	D7795_v1_chr	2588072	2588455	-	384	12
D7795_02809	D7795_v1_chr	2588668	2589450	+	783	9
D7795_02810	D7795_v1_chr	2589540	2590349	+	810	27
D7795_02811	D7795_v1_chr	2590460	2590756	+	297	25
D7795_02812	D7795_v1_chr	2591334	2592206	-	873	31
D7795_02813	D7795_v1_chr	2592387	2592832	-	446	3
D7795_02814	D7795_v1_chr	2592911	2593504	-	594	10
D7795_02815	D7795_v1_chr	2593603	2594410	-	808	15
D7795_02816	D7795_v1_chr	2594565	2595790	-	1226	35
D7795_02817	D7795_v1_chr	2595942	2597205	-	1264	27
D7795_02818	D7795_v1_chr	2597324	2598428	-	1105	13
D7795_02819	D7795_v1_chr	2598666	2599735	-	1070	28
D7795_02820	D7795_v1_chr	2599809	2600564	-	756	14
D7795_02821	D7795_v1_chr	2600715	2601978	-	1264	14
D7795_02822	D7795_v1_chr	2602018	2602277	-	260	2
D7795_02823	D7795_v1_chr	2602419	2602680	-	262	3
D7795_02824	D7795_v1_chr	2602822	2603737	-	916	16
D7795_02825	D7795_v1_chr	2603814	2604537	-	724	13
D7795_02826	D7795_v1_chr	2604603	2605223	-	621	4
D7795_02827	D7795_v1_chr	2605249	2605680	-	432	20
D7795_02828	D7795_v1_chr	2605726	2606028	-	303	29
D7795_02829	D7795_v1_chr	2606673	2608724	-	2052	22
D7795_02830	D7795_v1_chr	2608996	2609851	+	856	5
D7795_02831	D7795_v1_chr	2609966	2611766	+	1801	37
D7795_02832	D7795_v1_chr	2612052	2612259	-	208	2
D7795_02833	D7795_v1_chr	2612491	2613430	-	940	17
D7795_02834	D7795_v1_chr	2613612	2614130	-	519	21
D7795_02835	D7795_v1_chr	2614335	2615504	+	1170	86
D7795_02836	D7795_v1_chr	2616278	2618043	-	1766	35
D7795_02837	D7795_v1_chr	2618229	2619759	+	1531	23
D7795_02838	D7795_v1_chr	2620114	2622916	+	2803	41
D7795_02839	D7795_v1_chr	2623335	2623388	-	54	5
D7795_02840	D7795_v1_chr	2623801	2624122	+	322	11
D7795_02841	D7795_v1_chr	2624161	2625176	+	1016	0
D7795_02842	D7795_v1_chr	2625316	2625496	+	181	3
D7795_02843	D7795_v1_chr	2625744	2627561	-	1818	40
D7795_02844	D7795_v1_chr	2627663	2628440	-	778	20
D7795_02845	D7795_v1_chr	2628642	2629284	-	643	9
D7795_02846	D7795_v1_chr	2629562	2630493	-	932	31
D7795_02847	D7795_v1_chr	2630597	2631388	-	792	0
D7795_02848	D7795_v1_chr	2631534	2632049	+	516	16
D7795_02849	D7795_v1_chr	2632106	2632529	+	424	6
D7795_02850	D7795_v1_chr	2632737	2633762	-	1026	8
D7795_02851	D7795_v1_chr	2633894	2635036	-	1143	22
D7795_02852	D7795_v1_chr	2635222	2636285	-	1064	29
D7795_02853	D7795_v1_chr	2636674	2637635	-	962	15
D7795_02854	D7795_v1_chr	2637843	2639160	+	1318	15
D7795_02855	D7795_v1_chr	2639346	2639669	+	324	3
D7795_02856	D7795_v1_chr	2639804	2640457	-	654	8
D7795_02857	D7795_v1_chr	2640657	2641817	-	1161	22
D7795_02858	D7795_v1_chr	2641967	2642531	-	565	9
D7795_02859	D7795_v1_chr	2642944	2643878	+	935	18
D7795_02860	D7795_v1_chr	2643981	2644556	+	576	20
D7795_02861	D7795_v1_chr	2644808	2646668	+	1861	60
D7795_02862	D7795_v1_chr	2646879	2648266	+	1388	21
D7795_02863	D7795_v1_chr	2648677	2650669	-	1993	164
D7795_02864	D7795_v1_chr	2650779	2650903	-	125	0
D7795_02865	D7795_v1_chr	2650998	2651213	-	216	2
D7795_02866	D7795_v1_chr	2651082	2651254	+	173	0
D7795_02867	D7795_v1_chr	2651358	2651449	+	92	0
D7795_02868	D7795_v1_chr	2651448	2651658	-	211	3
D7795_02869	D7795_v1_chr	2651982	2652265	+	284	25
D7795_02870	D7795_v1_chr	2652344	2652603	-	260	10
D7795_02871	D7795_v1_chr	2652983	2654403	-	1421	25
D7795_02872	D7795_v1_chr	2654619	2655939	-	1321	32
D7795_02873	D7795_v1_chr	2656100	2657314	+	1215	25
D7795_02874	D7795_v1_chr	2658202	2663520	-	5319	138
D7795_02875	D7795_v1_chr	2664911	2671488	-	6578	170
D7795_02876	D7795_v1_chr	2672212	2677233	-	5022	108
D7795_02877	D7795_v1_chr	2677467	2678330	-	864	21
D7795_02878	D7795_v1_chr	2678576	2680268	-	1693	28
D7795_02879	D7795_v1_chr	2680800	2680999	-	200	4
D7795_02880	D7795_v1_chr	2681235	2682560	-	1326	0
D7795_02881	D7795_v1_chr	2682796	2683857	-	1062	11
D7795_02882	D7795_v1_chr	2683930	2684488	-	559	6
D7795_02883	D7795_v1_chr	2684629	2685776	-	1148	0
D7795_02884	D7795_v1_chr	2685998	2687005	-	1008	1
D7795_02885	D7795_v1_chr	2687132	2688036	-	905	16
D7795_02886	D7795_v1_chr	2688444	2689494	-	1051	24
D7795_02887	D7795_v1_chr	2689744	2690132	-	389	4
D7795_02888	D7795_v1_chr	2690339	2691116	-	778	14
D7795_02889	D7795_v1_chr	2691197	2691925	-	729	30
D7795_02890	D7795_v1_chr	2691981	2692547	-	567	11
D7795_02891	D7795_v1_chr	2692714	2694247	-	1534	26
D7795_02892	D7795_v1_chr	2694304	2694849	-	546	50
D7795_02893	D7795_v1_chr	2695236	2697320	-	2085	46
D7795_02894	D7795_v1_chr	2697814	2702255	-	4442	78
D7795_02895	D7795_v1_chr	2702464	2703222	+	759	15
D7795_02896	D7795_v1_chr	2703308	2703510	-	203	21
D7795_02897	D7795_v1_chr	2703552	2704154	+	603	43
D7795_02898	D7795_v1_chr	2704320	2704408	-	89	2
D7795_02899	D7795_v1_chr	2704492	2704756	+	265	5
D7795_02900	D7795_v1_chr	2704866	2705565	-	700	7
D7795_02901	D7795_v1_chr	2705580	2705741	+	162	0
D7795_02902	D7795_v1_chr	2705803	2706958	-	1156	27
D7795_02903	D7795_v1_chr	2707156	2707336	-	181	4
D7795_02904	D7795_v1_chr	2707381	2707683	-	303	12
D7795_02905	D7795_v1_chr	2707870	2709535	-	1666	34
D7795_02906	D7795_v1_chr	2709599	2710063	-	465	14
D7795_02907	D7795_v1_chr	2710291	2710582	-	292	3
D7795_02908	D7795_v1_chr	2710649	2710997	-	349	12
D7795_02909	D7795_v1_chr	2711146	2712239	-	1094	2
D7795_02910	D7795_v1_chr	2712469	2712914	-	446	2
D7795_02911	D7795_v1_chr	2713147	2713805	-	659	13
D7795_02912	D7795_v1_chr	2713924	2714647	+	724	0
D7795_02913	D7795_v1_chr	2714872	2715663	+	792	48
D7795_02914	D7795_v1_chr	2715932	2716871	+	940	37
D7795_02915	D7795_v1_chr	2716979	2717716	+	738	14
D7795_02916	D7795_v1_chr	2717808	2718720	+	913	26
D7795_02917	D7795_v1_chr	2718920	2719808	-	889	13
D7795_02918	D7795_v1_chr	2719862	2720437	-	576	12
D7795_02919	D7795_v1_chr	2720563	2721713	+	1151	18
D7795_02920	D7795_v1_chr	2721949	2722974	-	1026	16
D7795_02921	D7795_v1_chr	2723295	2724423	-	1129	22
D7795_02922	D7795_v1_chr	2724748	2725819	+	1072	11
D7795_02923	D7795_v1_chr	2726120	2727510	+	1391	106
D7795_02924	D7795_v1_chr	2728025	2729223	+	1199	87
D7795_02925	D7795_v1_chr	2729439	2731369	+	1931	53
D7795_02926	D7795_v1_chr	2731639	2732953	+	1315	19
D7795_02927	D7795_v1_chr	2733181	2733486	-	306	2
D7795_02928	D7795_v1_chr	2733696	2734900	-	1205	11
D7795_02929	D7795_v1_chr	2734965	2735583	-	619	8
D7795_02930	D7795_v1_chr	2735801	2737048	-	1248	16
D7795_02931	D7795_v1_chr	2737171	2737336	-	166	7
D7795_02932	D7795_v1_chr	2738131	2741630	-	3500	78
D7795_02933	D7795_v1_chr	2741886	2743276	+	1391	22
D7795_02934	D7795_v1_chr	2743532	2743999	-	468	0
D7795_02935	D7795_v1_chr	2744120	2744692	-	573	10
D7795_02936	D7795_v1_chr	2744832	2746057	-	1226	3
D7795_02937	D7795_v1_chr	2746157	2746961	-	805	17
D7795_02938	D7795_v1_chr	2747077	2747841	+	765	5
D7795_02939	D7795_v1_chr	2748055	2748881	-	827	145
D7795_02940	D7795_v1_chr	2749022	2750099	-	1078	72
D7795_02941	D7795_v1_chr	2750215	2751049	+	835	79
D7795_02942	D7795_v1_chr	2751179	2751413	+	235	10
D7795_02943	D7795_v1_chr	2751589	2751931	-	343	0
D7795_02944	D7795_v1_chr	2752004	2752662	-	659	3
D7795_02945	D7795_v1_chr	2752746	2753402	-	657	15
D7795_02946	D7795_v1_chr	2753504	2754319	-	816	3
D7795_02947	D7795_v1_chr	2754389	2755053	-	665	0
D7795_02948	D7795_v1_chr	2755367	2756244	-	878	0
D7795_02949	D7795_v1_chr	2756441	2758060	-	1620	20
D7795_02950	D7795_v1_chr	2758359	2758790	-	432	4
D7795_02951	D7795_v1_chr	2758882	2759743	-	862	16
D7795_02952	D7795_v1_chr	2759808	2760393	-	586	0
D7795_02953	D7795_v1_chr	2760482	2761000	-	519	11
D7795_02954	D7795_v1_chr	2761426	2762886	+	1461	47
D7795_02955	D7795_v1_chr	2763106	2763770	-	665	6
D7795_02956	D7795_v1_chr	2763900	2765101	+	1202	27
D7795_02957	D7795_v1_chr	2765342	2766151	-	810	21
D7795_02958	D7795_v1_chr	2766254	2766783	+	530	13
D7795_02959	D7795_v1_chr	2766941	2767286	-	346	0
D7795_02960	D7795_v1_chr	2767605	2768225	+	621	23
D7795_02961	D7795_v1_chr	2768513	2769447	-	935	20
D7795_02962	D7795_v1_chr	2769651	2770028	+	378	8
D7795_02963	D7795_v1_chr	2770143	2770755	+	613	12
D7795_02964	D7795_v1_chr	2770877	2773271	+	2395	45
D7795_02965	D7795_v1_chr	2773627	2773664	+	38	0
D7795_02966	D7795_v1_chr	2773652	2774872	+	1221	0
D7795_02967	D7795_v1_chr	2775052	2775343	+	292	3
D7795_02968	D7795_v1_chr	2775502	2776673	-	1172	13
D7795_02969	D7795_v1_chr	2776822	2777232	-	411	4
D7795_02970	D7795_v1_chr	2777455	2777554	-	100	3
D7795_02971	D7795_v1_chr	2778045	2780656	-	2612	249
D7795_02972	D7795_v1_chr	2780859	2780927	-	69	4
D7795_02973	D7795_v1_chr	2781167	2782551	-	1385	128
D7795_02974	D7795_v1_chr	2783267	2785583	-	2317	77
D7795_02975	D7795_v1_chr	2785786	2786444	-	659	10
D7795_02976	D7795_v1_chr	2786539	2787421	-	883	32
D7795_02977	D7795_v1_chr	2787553	2788217	+	665	0
D7795_02978	D7795_v1_chr	2788300	2788381	-	82	0
D7795_02979	D7795_v1_chr	2788562	2788867	+	306	4
D7795_02980	D7795_v1_chr	2788787	2788930	+	144	2
D7795_02981	D7795_v1_chr	2788985	2789112	+	128	1
D7795_02982	D7795_v1_chr	2789151	2790195	+	1045	23
D7795_02983	D7795_v1_chr	2790362	2791180	-	819	3
D7795_02984	D7795_v1_chr	2791144	2791211	+	68	0
D7795_02985	D7795_v1_chr	2791350	2792359	-	1010	16
D7795_02986	D7795_v1_chr	2792476	2793439	-	964	18
D7795_02987	D7795_v1_chr	2793879	2794346	+	468	71
D7795_02988	D7795_v1_chr	2794390	2795488	+	1099	63
D7795_02989	D7795_v1_chr	2795801	2796114	-	314	0
D7795_02990	D7795_v1_chr	2796231	2796922	-	692	1
D7795_02991	D7795_v1_chr	2797021	2797515	-	495	0
D7795_02992	D7795_v1_chr	2797558	2797782	-	225	0
D7795_02993	D7795_v1_chr	2798171	2799396	-	1226	0
D7795_02994	D7795_v1_chr	2799562	2800274	+	713	26
D7795_02995	D7795_v1_chr	2800418	2801535	+	1118	27
D7795_02996	D7795_v1_chr	2801579	2801673	+	95	8
D7795_02997	D7795_v1_chr	2801780	2802325	+	546	9
D7795_02998	D7795_v1_chr	2802498	2803202	-	705	0
D7795_02999	D7795_v1_chr	2803248	2803936	+	689	0
D7795_03000	D7795_v1_chr	2804098	2805593	+	1496	24
D7795_03001	D7795_v1_chr	2805908	2806213	+	306	5
D7795_03002	D7795_v1_chr	2806441	2806702	-	262	12
D7795_03003	D7795_v1_chr	2806735	2807129	-	395	4
